Gene,T0.0h_Rep1,T0.0h_Rep2,T0.0h_Rep3,T1.2h_Rep1,T1.2h_Rep2,T1.2h_Rep3,T2.4h_Rep1,T2.4h_Rep2,T2.4h_Rep3,T3.7h_Rep1,T3.7h_Rep2,T3.7h_Rep3,T4.9h_Rep1,T4.9h_Rep2,T4.9h_Rep3,T6.1h_Rep1,T6.1h_Rep2,T6.1h_Rep3,T7.3h_Rep1,T7.3h_Rep2,T7.3h_Rep3,T8.5h_Rep1,T8.5h_Rep2,T8.5h_Rep3,T9.8h_Rep1,T9.8h_Rep2,T9.8h_Rep3,T11.0h_Rep1,T11.0h_Rep2,T11.0h_Rep3,T12.2h_Rep1,T12.2h_Rep2,T12.2h_Rep3,T13.4h_Rep1,T13.4h_Rep2,T13.4h_Rep3,T14.6h_Rep1,T14.6h_Rep2,T14.6h_Rep3,T15.9h_Rep1,T15.9h_Rep2,T15.9h_Rep3,T17.1h_Rep1,T17.1h_Rep2,T17.1h_Rep3,T18.3h_Rep1,T18.3h_Rep2,T18.3h_Rep3,T19.5h_Rep1,T19.5h_Rep2,T19.5h_Rep3,T20.7h_Rep1,T20.7h_Rep2,T20.7h_Rep3,T22.0h_Rep1,T22.0h_Rep2,T22.0h_Rep3,T23.2h_Rep1,T23.2h_Rep2,T23.2h_Rep3,T24.4h_Rep1,T24.4h_Rep2,T24.4h_Rep3,T25.6h_Rep1,T25.6h_Rep2,T25.6h_Rep3,T26.8h_Rep1,T26.8h_Rep2,T26.8h_Rep3,T28.1h_Rep1,T28.1h_Rep2,T28.1h_Rep3,T29.3h_Rep1,T29.3h_Rep2,T29.3h_Rep3,T30.5h_Rep1,T30.5h_Rep2,T30.5h_Rep3,T31.7h_Rep1,T31.7h_Rep2,T31.7h_Rep3,T32.9h_Rep1,T32.9h_Rep2,T32.9h_Rep3,T34.2h_Rep1,T34.2h_Rep2,T34.2h_Rep3,T35.4h_Rep1,T35.4h_Rep2,T35.4h_Rep3,T36.6h_Rep1,T36.6h_Rep2,T36.6h_Rep3,T37.8h_Rep1,T37.8h_Rep2,T37.8h_Rep3,T39.1h_Rep1,T39.1h_Rep2,T39.1h_Rep3,T40.3h_Rep1,T40.3h_Rep2,T40.3h_Rep3,T41.5h_Rep1,T41.5h_Rep2,T41.5h_Rep3,T42.7h_Rep1,T42.7h_Rep2,T42.7h_Rep3,T43.9h_Rep1,T43.9h_Rep2,T43.9h_Rep3,T45.2h_Rep1,T45.2h_Rep2,T45.2h_Rep3,T46.4h_Rep1,T46.4h_Rep2,T46.4h_Rep3,T47.6h_Rep1,T47.6h_Rep2,T47.6h_Rep3,T48.8h_Rep1,T48.8h_Rep2,T48.8h_Rep3,T50.0h_Rep1,T50.0h_Rep2,T50.0h_Rep3,T51.3h_Rep1,T51.3h_Rep2,T51.3h_Rep3,T52.5h_Rep1,T52.5h_Rep2,T52.5h_Rep3,T53.7h_Rep1,T53.7h_Rep2,T53.7h_Rep3,T54.9h_Rep1,T54.9h_Rep2,T54.9h_Rep3,T56.1h_Rep1,T56.1h_Rep2,T56.1h_Rep3,T57.4h_Rep1,T57.4h_Rep2,T57.4h_Rep3,T58.6h_Rep1,T58.6h_Rep2,T58.6h_Rep3,T59.8h_Rep1,T59.8h_Rep2,T59.8h_Rep3,T61.0h_Rep1,T61.0h_Rep2,T61.0h_Rep3,T62.2h_Rep1,T62.2h_Rep2,T62.2h_Rep3,T63.5h_Rep1,T63.5h_Rep2,T63.5h_Rep3,T64.7h_Rep1,T64.7h_Rep2,T64.7h_Rep3,T65.9h_Rep1,T65.9h_Rep2,T65.9h_Rep3,T67.1h_Rep1,T67.1h_Rep2,T67.1h_Rep3,T68.3h_Rep1,T68.3h_Rep2,T68.3h_Rep3,T69.6h_Rep1,T69.6h_Rep2,T69.6h_Rep3,T70.8h_Rep1,T70.8h_Rep2,T70.8h_Rep3,T72.0h_Rep1,T72.0h_Rep2,T72.0h_Rep3
lytE,6.1900,6.6265,6.7233,6.6095,6.4453,6.4914,6.2528,6.9736,6.7534,6.4292,6.1150,6.4141,6.5619,6.4001,6.5918,7.0541,6.1783,6.4505,7.5815,7.5130,7.2748,6.4876,6.6211,6.9258,6.0787,5.7228,5.8614,4.7105,4.5475,4.9466,5.8745,6.0904,6.0187,6.2472,5.8898,5.9418,7.0604,6.7994,7.2073,7.0550,6.9433,6.8615,6.8476,6.8737,6.7816,6.3800,6.2116,6.3441,7.0153,6.9882,6.9557,7.2156,7.2691,7.3901,7.1077,6.2626,6.8826,6.2357,6.0769,5.9761,6.3021,6.4032,6.0302,6.3668,6.3351,6.0803,6.8220,6.5350,6.6176,7.3443,7.0517,7.0470,6.7885,6.8747,6.9074,7.8007,8.0650,7.5370,7.2525,7.2160,7.3779,7.6754,7.4349,7.9726,7.6985,7.6274,7.7758,7.2028,7.5863,7.7433,7.1506,6.9701,6.7745,7.1403,7.2862,7.2907,7.9530,7.9665,7.7087,8.0333,8.1764,8.1077,7.9907,8.1603,7.8292,8.0959,8.2683,8.3536,8.4114,8.2207,8.5936,8.9999,8.8231,9.1024,8.9619,8.6220,8.8562,9.4317,9.0655,9.0819,7.8646,8.4148,7.6553,8.4801,8.6231,8.7113,8.8235,9.2176,9.0657,8.3860,8.6294,8.0479,8.4976,8.6837,8.6634,9.4393,9.6922,8.9465,8.4532,8.5496,8.7547,9.6810,9.4178,9.5978,9.1394,8.9850,9.1153,9.0890,8.8712,8.1331,9.0972,9.1305,8.8792,9.3155,9.1605,9.7193,8.9907,9.1387,8.9755,10.0250,9.8725,9.6376,9.1576,9.0940,9.1626,8.6942,9.5648,9.2089,9.6089,9.4301,9.5843,8.6435,8.9731,8.8011,9.7838,9.7855,9.7808,8.9748,8.6888,8.2918
lytF,5.9784,6.2268,6.2307,6.4671,6.3453,6.5300,6.3197,6.2788,6.2851,6.2090,6.4444,6.6092,6.6794,6.7433,6.6453,6.2560,6.6023,6.2654,5.8618,6.3223,6.2073,6.6482,6.4777,6.5787,6.4340,6.4502,6.8300,5.9694,6.1854,6.1788,6.3599,6.7964,6.5109,6.6844,6.7002,6.3834,6.7140,6.8991,6.8577,6.9060,6.8110,6.5388,7.2764,7.3425,7.0199,7.3787,7.0848,6.8982,7.7203,7.6913,7.5296,6.7838,6.9901,6.6533,6.6271,6.8247,6.4652,7.2775,7.1889,7.3607,7.1865,6.8417,6.4746,6.7787,7.0273,6.7423,7.6222,7.3864,7.6438,7.6246,7.5898,7.4910,7.7826,7.5372,7.7218,7.4155,7.9146,7.5683,7.4182,7.4443,7.5442,8.1211,7.8614,7.7962,7.8283,8.2585,8.1155,7.9858,8.4932,8.4442,8.2270,8.5552,8.0796,7.7094,8.2739,8.3155,8.1764,8.1789,8.2551,8.4577,8.6554,8.6304,8.8787,8.9808,8.7490,9.4115,9.0857,9.1525,8.9625,8.6690,8.3799,9.6220,9.2698,9.4191,9.1956,9.1375,9.1439,9.3929,9.0826,9.3690,10.4467,10.4368,10.4388,8.9971,9.0632,9.0295,8.9249,9.1459,9.2786,9.6950,9.7461,9.7635,9.8322,10.4461,10.0061,9.6628,9.2542,9.5848,11.2652,11.1854,11.0305,9.5617,9.8309,9.8303,9.9900,9.8514,10.1758,9.1013,9.2208,9.3858,8.9080,8.5648,9.3466,8.7160,8.4854,8.5858,8.5937,8.7202,8.8563,9.8154,9.1342,9.1254,9.2259,8.7142,9.0102,8.8274,8.6825,8.6710,8.6980,9.1999,8.9562,8.4534,8.4303,8.6904,7.9717,8.0093,8.1973,6.9088,7.1455,7.5575
atlA,6.6460,6.4481,6.8574,6.2194,6.1884,5.9014,6.6074,7.0412,6.7780,6.6646,6.7237,6.2938,6.4605,6.8763,6.7349,7.0437,6.5755,7.1389,6.4412,6.2518,6.2086,6.3886,6.2419,6.8712,7.0812,7.1580,7.0927,5.9105,5.9101,5.8993,6.8699,6.8334,6.6487,6.3589,6.1804,6.2525,7.0246,7.1446,6.7840,6.5408,6.7342,6.5453,4.9282,5.0316,4.9823,6.5770,6.4319,6.3885,7.0236,6.8917,6.9643,7.2300,6.8737,6.8797,6.5784,7.0883,6.6408,7.0641,6.8992,6.9116,7.1203,6.7088,6.5950,5.9802,6.2424,6.3372,7.3160,6.7605,7.1838,6.5024,6.0768,6.4123,6.6141,6.6696,6.5061,6.9240,7.0434,7.3935,7.3538,7.6214,7.7527,7.7711,7.2929,7.5318,7.3761,7.1378,7.4673,7.4849,7.6565,7.3986,7.7693,8.0033,7.9928,8.0614,7.7536,7.9372,7.9309,7.9839,7.8394,7.7104,7.6792,7.6813,7.9398,7.9045,7.8511,7.9886,8.3609,7.9346,8.5434,8.4399,8.6216,8.4395,8.8446,8.5581,9.3371,10.0458,9.8815,9.6959,9.7615,9.7755,9.7572,9.1871,9.6051,9.7939,9.7637,9.6928,10.1243,10.1981,10.5221,9.3430,9.0918,9.5588,9.8081,9.6169,9.7361,10.1561,10.2022,9.9870,9.0907,9.2348,9.5408,9.7205,9.1108,9.9329,9.7765,9.9004,9.5147,9.0227,9.5918,9.1768,9.9154,9.9798,9.7556,9.7290,9.7155,9.3481,9.7004,10.1312,10.0360,8.5008,8.3236,8.6029,8.9772,8.7574,9.0475,8.6105,8.8534,8.5625,10.3990,10.3785,9.9503,8.0285,8.2378,8.0764,8.5328,8.4621,8.7950,8.6676,8.3011,8.3411
atlB,6.4917,6.4275,6.7005,6.2919,6.2923,6.5539,6.5630,6.7240,6.7852,5.9234,6.1859,6.0806,7.3777,7.5447,7.2056,7.1803,7.0175,6.7018,6.1970,6.3240,6.5860,5.6804,5.3219,5.7645,6.4878,6.1697,6.0824,6.5324,6.4699,6.6421,6.7297,6.7807,6.3310,6.9501,6.8713,6.6930,6.7514,6.9856,6.6160,6.8614,6.7884,6.9927,6.8548,6.3483,6.7540,6.7340,6.4205,6.2989,6.2972,6.3554,6.2901,6.9913,6.9698,7.1493,7.1626,7.2298,6.9310,6.4625,6.6489,6.8344,6.5438,6.8535,6.9909,7.0165,6.6930,6.9871,6.9225,6.8183,7.1367,6.8768,7.0273,7.0361,6.2781,6.5265,6.3288,6.6472,6.5736,6.6203,6.5017,6.5746,6.7330,6.6623,6.2038,6.4943,6.8787,7.1297,7.2995,6.8626,6.6381,6.5575,6.2658,6.5880,6.4013,6.8385,6.8770,6.9382,7.6661,7.9684,7.3204,7.8423,7.7685,8.1765,7.9418,7.1587,7.2191,8.4039,8.3295,8.4102,8.1395,8.3728,8.2516,8.9836,8.8350,8.7426,8.6319,8.6345,8.5204,8.3783,8.4394,8.6065,9.6207,9.2270,9.3384,8.4179,8.3344,8.5657,8.9406,9.1534,9.4303,8.7815,9.0092,8.9667,9.4834,9.3293,9.3817,9.6617,9.2610,9.7971,9.6675,9.2525,9.0883,8.8699,9.3724,9.4277,10.0978,9.8314,10.1902,9.9516,10.1961,9.8894,9.9837,10.5240,10.7517,9.8222,9.7213,9.9678,9.5830,9.4214,8.8340,10.2102,9.7964,9.7282,10.0680,9.9102,9.6250,9.5415,9.2566,9.7538,10.2807,10.3587,10.2290,9.8111,9.9748,9.8459,10.2861,9.9413,9.8787,9.5137,10.0286,9.8473
lytR,6.7316,6.9093,6.8000,7.0094,6.9992,7.0647,8.5798,8.2927,8.2429,7.2692,7.2283,7.5068,7.0869,7.2258,7.1080,6.8952,6.9226,6.9358,7.0406,6.8721,7.0991,7.2688,6.7262,6.7777,7.1490,7.6248,6.9859,7.1860,7.2025,7.4867,6.7007,6.6402,6.6399,8.3568,7.9822,8.6712,7.2369,7.6308,7.2114,7.6317,7.9073,7.5650,7.3529,7.6426,7.6267,7.6484,7.2575,7.4925,7.0417,7.2034,7.1508,7.3781,7.0491,7.3406,7.0852,7.2368,7.4349,7.2611,7.2597,7.5141,7.2313,6.9062,6.8007,7.3899,7.4738,7.2079,7.7005,7.7979,7.7195,6.5320,6.9377,6.7107,6.9523,7.0918,7.1138,6.7816,6.8872,6.8300,7.7492,7.6180,8.1444,7.3017,6.4228,6.9171,6.4815,7.3715,6.9947,7.0514,7.2622,7.0794,7.1008,7.2822,7.5169,8.4284,8.1893,8.3769,7.2517,7.1762,7.7475,8.0573,7.9253,7.9901,8.5668,8.1642,8.0946,8.5488,8.7190,8.3470,8.4411,8.2129,8.6142,8.9238,8.7811,8.8939,8.7632,9.4726,9.1367,9.1117,9.0609,8.9503,9.2688,9.2922,9.9104,8.8971,9.5712,9.3995,9.4854,9.4453,9.6015,9.1576,9.4238,9.6500,9.8066,10.0653,9.8960,10.3675,9.7980,9.6545,10.2536,10.3982,10.4303,10.0120,10.1084,10.2355,9.8202,9.8158,9.7294,11.1499,10.7248,10.9564,10.4202,10.6062,10.3982,10.3588,10.1717,10.1487,10.5488,10.2773,10.7483,10.7630,10.9585,10.6490,10.0555,10.3957,10.1650,11.1958,11.4827,11.0519,10.4871,10.4701,11.0820,9.8958,9.7298,9.9462,10.2364,10.1905,10.4719,10.3573,10.6875,10.6342
lytS,6.5054,6.1714,6.4767,6.2821,6.3132,6.7203,6.0138,5.9543,6.3004,8.3855,8.5328,8.5765,7.0196,6.9642,7.1403,6.8985,7.1912,6.9389,7.0287,7.3304,7.1108,7.7422,7.7867,7.6272,6.9236,6.8772,7.0064,6.9570,6.8291,6.9924,6.6627,6.8245,6.6048,7.4260,7.1470,6.9469,6.8747,6.9697,7.1600,6.8880,6.9306,6.7448,7.0040,6.7232,7.0273,6.3548,6.3020,6.0403,6.7713,6.9029,6.9553,6.5371,6.3572,6.2915,6.2118,6.2624,6.2091,5.1076,5.9223,5.1864,6.9620,7.2764,6.4207,6.9477,6.5578,6.5656,6.8575,6.7154,7.0613,6.6157,6.7971,6.5958,7.2060,7.0382,7.3606,6.7230,6.5611,6.6576,6.6906,6.5938,7.1598,7.1298,7.2561,7.0869,6.8491,7.3977,7.5786,6.6087,6.4941,6.7806,7.2200,7.3343,7.0674,7.2760,6.8801,7.3251,8.5330,8.4132,8.8953,7.0437,7.1564,7.1821,8.1341,7.9147,7.8950,8.2017,8.3602,8.0451,7.9005,7.5063,7.8215,8.1250,7.9701,7.7812,8.8656,8.5664,8.6705,8.6436,8.7465,8.6716,8.9726,9.2929,9.0828,9.7202,9.6287,9.9909,9.0370,8.7613,9.0362,9.2644,9.0567,9.0706,9.0149,8.6822,9.1802,10.1792,10.0310,10.2894,9.4957,9.5254,9.3315,8.9668,9.0169,9.0821,9.2888,9.4621,9.2498,9.2712,9.1542,9.5118,9.4668,9.7930,9.8058,9.4842,9.3696,9.4093,9.5111,9.6531,9.8283,10.1777,9.9556,9.8413,9.6417,10.1219,10.0690,9.8711,9.6491,9.9114,9.5797,10.0676,9.3601,9.4275,9.8993,9.5344,9.4336,9.6608,9.6950,9.1621,8.9473,8.9885
walK,6.4921,7.0495,6.5320,7.7227,7.2128,7.2203,6.9761,7.3143,6.8400,3.8498,3.3647,3.6808,7.2593,6.9257,7.1601,7.8075,8.1154,7.8833,7.4841,7.5022,7.6310,8.3006,8.2691,8.1324,8.0543,7.9190,7.7012,6.9604,7.4174,7.4057,8.1160,8.2215,8.1761,8.0830,8.2605,8.3911,7.0735,7.6331,7.6817,7.9892,7.7294,8.0096,7.5886,7.6170,7.4209,8.4638,8.4131,8.4612,8.5611,7.9759,8.5689,8.4468,8.3503,8.7733,9.1427,8.6406,8.7272,8.7766,9.1478,8.9776,8.8669,8.6310,8.4620,9.4344,9.4054,9.2049,9.1664,9.5950,8.9794,9.6468,9.5746,9.8705,8.0297,8.2562,7.7786,8.9873,8.7765,9.1226,9.5381,9.2157,9.4819,9.4462,9.1897,9.1957,9.9123,9.9959,9.9550,8.9597,9.1687,9.2630,8.6927,9.4579,8.8962,9.1824,8.9891,8.8469,8.6470,9.1206,8.8076,8.6537,8.8281,9.0122,8.6653,8.7072,8.9268,8.7150,8.8067,8.8399,8.1205,8.4843,8.3897,8.4713,8.4387,8.7266,8.4550,7.9970,8.0633,8.0728,8.0515,8.2931,7.4281,7.7831,7.5055,8.1200,7.6692,7.7732,7.0919,7.2105,7.0920,7.5237,7.7745,7.6376,7.5614,7.4675,7.3521,8.0496,7.8886,7.9852,8.3423,8.1400,8.3889,7.7334,7.7543,7.3542,7.4406,7.4839,7.3747,8.1599,7.4741,7.7295,7.1737,7.0288,7.2666,7.1921,6.9481,7.2547,6.5691,6.7836,6.8382,7.4344,7.2177,7.3038,7.2531,6.9031,7.4459,7.0040,7.0414,7.6642,6.0414,6.1892,6.2272,6.6943,6.7604,6.6835,8.2752,8.2118,8.1961,7.5931,7.9723,8.0739
walR,7.0797,7.1808,7.0226,7.8564,7.5449,7.8994,7.6513,7.1859,7.3316,7.9209,7.4406,7.9652,7.6095,7.7901,7.4165,7.3771,7.3899,7.4098,8.0918,7.4996,7.6531,8.2821,8.0181,7.9491,8.5086,8.4886,8.4735,7.3985,8.2904,7.7142,8.0198,8.2922,8.1927,8.4546,8.1846,8.1310,8.1242,8.2839,8.0440,8.9321,8.7072,9.0307,8.5060,9.0433,8.4383,8.6785,8.8575,8.5938,8.4860,8.6143,8.3413,9.3488,9.4312,8.7552,9.5461,9.7960,9.8107,9.4686,9.5225,9.6374,9.6148,9.6025,9.6707,9.9963,10.2914,9.7932,9.6481,9.9071,9.7444,9.5521,9.5147,10.0769,10.1138,10.1439,10.2916,10.4764,10.0287,10.3045,9.8975,9.8524,9.7377,9.4919,9.9205,9.2342,10.0331,9.8036,9.6761,10.0764,10.1197,10.1109,9.8591,10.3301,10.3106,9.8485,10.0745,9.9869,9.6575,9.7471,10.2475,10.1807,10.2183,9.8391,9.6567,9.5001,9.4969,9.9774,9.6752,10.0630,9.9762,9.6344,9.7140,9.0482,9.2336,9.5331,8.8583,9.4280,9.1627,7.7272,7.8772,7.6757,8.7117,8.0993,8.1958,8.2930,8.2319,8.4687,8.0835,8.1472,8.2493,8.7166,8.7643,8.7111,8.9276,8.7170,8.7703,7.9645,8.3197,7.4411,7.1301,7.7709,7.5493,7.9404,8.1152,8.1602,8.3789,8.5101,8.3669,8.0957,8.3973,8.0499,7.6644,7.6750,7.5028,7.8329,7.1954,7.1642,7.6444,7.4740,7.4259,7.9598,7.8672,7.9116,7.4330,6.8923,7.3725,8.0071,7.8505,7.7763,6.9191,7.0003,7.2112,7.7755,7.5683,7.6922,7.7707,7.7274,7.8039,7.7275,7.6131,7.4555
tagO,6.9089,7.5078,7.1928,7.0472,7.2711,7.2451,7.0098,6.9298,7.0760,6.7537,6.2714,6.5452,6.7552,6.3649,6.7123,6.8240,6.8335,6.6631,6.5906,6.3800,6.7834,6.0309,6.1718,6.3012,6.8969,7.1660,6.9895,7.0875,7.1720,7.1879,6.8994,7.0710,7.3426,6.7271,6.1164,6.7852,6.9142,7.5127,7.4627,7.4851,6.8083,7.2560,7.7051,7.8766,8.0480,7.5365,7.6911,7.1374,7.1424,7.3898,7.6403,7.4856,7.3748,7.6345,7.5262,6.9686,7.3497,8.1394,8.1760,8.2686,8.3868,8.0946,8.1884,8.7100,8.6406,8.7928,8.9114,8.7315,8.9749,9.1730,9.1005,8.9768,8.4567,8.4028,8.4884,5.6776,6.1902,6.0034,9.0351,8.3770,8.8334,9.3451,9.2029,9.2386,8.5922,8.8445,8.6844,9.1450,8.9486,9.4210,9.1420,9.4353,9.1742,8.8872,9.0845,8.9754,9.3007,9.4882,8.8999,9.4044,9.0203,8.9409,8.4988,9.1929,8.9990,9.3643,9.4028,9.9168,9.5858,9.6396,9.5889,10.0568,9.9668,10.4319,9.2709,9.3759,9.5899,9.4590,9.3960,9.3405,9.9614,10.0657,9.8995,9.5231,9.7118,9.5718,9.8710,9.4783,9.5382,9.6092,9.6519,9.5527,8.8897,9.1693,9.0422,8.9735,8.9394,8.7174,9.3212,9.2945,9.2246,9.1716,8.6554,9.3969,9.0925,9.3375,9.1162,9.1378,8.8593,9.6177,9.0209,8.9288,8.9220,8.5478,9.1418,8.6642,9.0342,9.3637,8.8570,9.8167,9.5869,9.4632,10.4895,10.2807,9.9639,10.0922,9.6793,9.8565,9.3676,9.1907,9.3224,8.5706,8.7971,8.5974,10.0607,9.5055,9.8055,8.8666,8.6595,8.7209
aprE,6.6288,6.6656,6.8699,6.0207,6.4140,6.1338,6.2137,6.5843,6.7143,7.1419,7.1300,6.8043,6.8877,6.9639,6.8254,6.5867,6.3610,6.7122,6.8723,6.4823,6.4783,6.9901,6.7757,7.0989,7.1034,6.9447,6.9283,6.6717,7.1700,6.8452,7.6128,7.3825,7.1379,7.8003,7.5139,7.4388,8.1668,8.6861,7.7516,8.0819,7.9352,7.4358,8.2515,8.9026,7.9051,9.7352,9.4937,9.1791,9.4152,9.0632,9.1682,8.5156,8.9258,8.3039,9.3149,9.8735,9.7872,9.5156,9.2932,9.2256,9.3079,9.1312,9.1719,9.4337,9.4330,9.7174,9.4573,9.2977,9.1086,9.3350,9.3063,9.5547,9.1546,9.0008,9.4264,10.1241,9.5244,9.8959,9.9774,9.7756,10.1032,10.2932,10.4871,10.1214,10.1436,10.1865,9.9747,10.0886,10.0717,10.1735,9.6122,9.2412,9.8573,9.5595,9.6764,9.4462,9.5274,9.7482,9.7364,9.3953,9.5925,9.4970,8.8086,8.9727,9.0192,9.1917,9.9805,9.5861,9.2233,8.6039,9.3776,9.3147,8.9970,9.0778,8.3628,8.4046,8.6823,8.1491,8.0397,7.9986,7.6616,7.9270,8.2497,7.7982,7.3804,7.5731,7.2256,7.5719,7.3167,6.8273,7.3383,7.0870,7.8770,7.7169,7.7518,8.1528,7.8541,8.0616,8.0672,7.9115,8.1577,7.0613,6.7953,7.2039,7.2209,7.0129,6.9523,7.0510,6.8564,6.7387,5.8030,6.3742,6.3234,6.5701,6.3299,6.3797,6.3024,6.4598,6.6626,7.2977,6.8620,6.8626,5.7838,6.3180,5.9223,6.8383,6.4338,6.5358,6.5922,6.8046,6.9392,7.1652,7.1662,7.2744,6.6246,6.9520,6.4309,6.3364,6.1289,6.6898
nprE,6.6114,6.5248,6.5200,6.8756,6.5754,6.4632,6.6340,6.8887,6.9165,7.2283,7.0697,6.9832,7.0261,7.3265,6.9403,6.6942,6.5010,6.3596,6.5459,6.3967,6.5490,7.2046,7.6841,7.5594,7.1492,7.1130,6.9592,7.2414,7.0567,7.1360,7.0323,7.4644,7.0192,7.6863,7.5281,7.6981,7.9634,7.9055,7.7076,8.0707,8.0269,8.1970,8.1932,8.2148,8.2350,7.6949,7.8344,7.6002,8.9448,9.0559,9.0350,8.7828,8.9539,8.9338,8.9319,9.1087,9.1401,8.6971,8.7216,8.2541,8.7247,9.3358,9.2660,10.1429,9.5880,9.6599,9.5442,9.8702,9.2604,10.0656,10.4026,10.1852,10.0775,9.8525,10.0007,10.3946,10.2638,9.8419,9.9767,10.1925,10.3070,10.9765,10.6202,10.7628,7.9258,8.5890,8.1875,9.7458,9.6456,9.6489,11.0112,10.6203,10.4716,10.4484,10.2735,9.9953,10.2022,10.6212,10.4060,9.8644,10.5370,10.1910,9.1985,9.2924,9.0609,8.5940,8.5834,9.0197,9.5092,8.9016,9.0460,9.3653,9.3107,9.0702,8.2489,8.8546,8.9219,8.0426,8.2230,8.3573,8.5196,8.7572,8.8705,7.0054,7.2027,6.9708,8.8426,9.0575,9.1949,7.4813,7.1695,7.4485,6.9008,6.4454,7.0464,7.1037,7.2222,7.2455,7.4521,7.3111,7.5457,7.3476,6.7099,6.8105,6.9475,7.2944,7.3368,7.0461,7.0616,7.4626,6.8149,6.6445,6.8725,6.9567,6.8508,7.1102,6.2631,6.5375,6.2508,6.6308,6.5164,6.5708,7.1195,7.4685,7.3090,7.2084,6.8823,6.5838,6.6663,6.6467,7.0955,6.3597,7.1147,6.7557,5.9348,6.1693,6.2795,6.2471,5.8530,6.4372
nprB,6.5073,6.3473,6.7351,6.7469,6.9955,6.7775,7.0469,6.7781,7.1391,6.6943,6.6442,6.8926,6.4880,6.6733,6.8091,6.5631,6.1642,6.4717,6.8570,6.7190,6.7944,6.1057,6.4799,6.5072,6.6571,6.5413,6.5407,6.7745,6.5674,6.6624,6.8818,6.7190,6.8391,6.9140,6.6754,6.4572,6.9750,7.2492,6.8658,7.7472,7.5429,7.2999,7.6366,7.9017,8.1490,7.5971,7.7227,7.3856,7.6593,7.8595,7.4725,7.8674,7.6297,7.9154,9.0044,8.7683,8.5092,8.5701,7.8351,8.3582,8.2243,7.9102,8.0082,8.5113,8.5233,8.6901,7.8990,7.8388,8.1482,9.0004,8.9665,8.8849,9.2692,8.3391,9.1648,9.2384,9.2904,9.0540,9.1832,9.0773,9.1803,9.9334,10.2778,9.8591,10.0164,9.8935,10.2086,10.4507,10.0699,10.4122,9.6156,9.9767,10.0750,10.2036,9.7977,9.9495,9.4957,9.9568,9.8008,9.6490,10.3499,9.7806,10.3329,10.4932,10.0638,9.4972,9.8308,9.5661,9.7771,9.5790,9.4639,8.9172,8.5882,9.0506,9.4956,9.4353,9.2572,9.0133,9.1877,8.9831,9.2813,9.3418,8.9680,9.5976,9.3774,9.3027,8.8411,8.2979,9.1091,9.4419,9.4257,9.5317,9.3348,9.2188,9.0617,9.0641,9.2680,9.3687,8.1232,8.1806,8.5681,8.2363,8.0622,8.2526,8.4031,8.4675,8.0745,8.1478,8.0783,8.2265,8.7204,8.5380,8.1392,8.8916,9.1589,8.8909,7.7496,8.2908,8.2639,8.7357,9.0713,9.2384,9.6122,9.2810,9.3409,8.4941,9.0099,8.6001,8.6070,8.9786,8.5174,8.9698,8.9892,8.9716,8.4763,8.4076,8.4107,8.9617,9.2105,9.0022
bpr,6.2518,6.3580,6.0581,6.4384,6.3132,6.6497,6.1428,6.4382,6.2637,6.3272,6.2947,6.4825,6.4890,6.4401,6.5202,6.1507,6.1478,6.0559,5.7796,6.2884,5.9924,5.9560,6.2667,5.8501,6.1643,6.0392,6.3703,6.1961,6.1576,6.3650,6.4248,6.0417,6.2589,6.9755,6.5947,6.6688,6.9893,7.1434,6.6208,7.0095,7.3098,7.0538,6.9634,7.1273,7.1258,7.9668,7.5259,8.0371,7.8742,8.4095,8.5150,8.4742,8.5819,8.8001,9.2125,9.1161,9.1460,8.3218,8.2272,8.4478,9.3592,9.7041,9.6979,9.5000,9.1357,9.0590,10.5803,10.1297,10.4601,9.6733,10.1700,10.2471,10.1935,10.0320,10.1449,10.9182,10.5653,10.6827,9.9757,10.3262,10.1715,10.6647,10.1185,10.6481,10.5212,10.7710,11.0248,10.6317,10.9467,10.9225,10.5832,10.8866,10.6540,10.8880,10.6794,10.8909,10.3600,10.5797,10.4044,10.1263,10.3211,9.8863,9.6469,9.7826,9.8105,9.3670,9.3008,9.5267,9.3868,9.0391,9.5298,9.1635,9.3223,9.0911,8.7074,8.5325,8.5272,8.8718,8.5318,8.3133,8.4385,8.2910,8.5919,8.1176,7.9487,8.2295,7.9207,8.5879,8.0657,7.6486,7.7407,7.6903,7.5687,7.3535,7.7838,6.5894,6.8371,6.7374,7.8162,8.1232,7.7870,7.2047,7.2117,7.0287,7.4026,7.7589,7.4837,7.6172,7.7653,7.8681,7.6468,8.0060,7.9782,7.3419,7.0638,7.0661,7.6094,7.3982,7.8219,7.5650,7.1789,7.6369,6.6043,6.1184,6.4186,7.0519,6.6400,7.0636,6.8583,6.8230,6.5839,6.9453,6.8310,6.7397,6.9624,6.6622,6.3467,6.9914,7.0998,6.9975
