A0CIB0	1.A.17.1.13
Q72XQ0	4.A.3.2.8
Q72XQ1	4.A.3.2.8
Q9NWR8	1.A.77.1.12
P03649	1.K.3.1.2
F3B8W1	3.A.1.155.4
P36544	1.A.9.1.7
G8RFY4	2.A.52.1.5
Q45247	2.A.52.1.6
O05804	2.A.52.1.7
Q7S3L8	2.A.52.1.8
I0IS63	2.A.52.2.1
Q478Q8	2.A.52.2.2
G8N7A2	2.A.113.1.11
H9ZUP4	2.A.52.2.3
I3R8F6	2.A.113.1.12
D1C4T4	2.A.113.1.13
C1D347	2.A.52.2.4
R1EDF9	2.A.52.1.9
Q7NN80	2.A.52.2.6
C7PI41	2.A.52.2.5
B6DNW4	1.A.53.1.2
I1ZAT0	1.A.53.1.3
I0AIM1	2.A.119.3.2
R9KWU8	2.A.119.2.2
Q9N2N3	3.A.1.208.27
M3A107	9.B.27.1.3
Q6YI46	9.B.27.5.1
E7Q6E0	9.B.27.5.2
I1L089	9.B.27.5.3
Q9CA93	2.A.29.8.13
Q7JZR2	2.A.5.3.6
M9PEG6	2.A.4.2.7
P0ADE4	1.B.33.2.4
P04637	1.C.110.1.1
P07193	1.C.110.1.2
G3WS63	1.C.110.1.3
D7F949	1.A.69.5.1
B4QN97	1.A.69.1.4
D2KWR3	1.A.69.4.2
E2E5H6	1.A.69.1.5
A7E3G5	1.A.69.6.1
D2A344	1.A.69.7.1
D6X3G3	1.A.69.7.2
Q0EEG1	1.A.69.6.2
Q17990	1.A.69.3.5
E3HE20	3.A.7.4.2
E3HE22	3.A.7.4.2
E3HE16	3.A.7.4.2
E3HE23	3.A.7.4.2
E3HE18	3.A.7.4.2
E3HE19	3.A.7.4.2
E3HE25	3.A.7.4.2
E3HE26	3.A.7.4.2
E3HE21	3.A.7.4.2
Q46817	2.A.40.7.7
J8IXD8	1.C.109.1.5
Q6PP77	2.A.112.1.6
Q5GH77	2.A.112.1.7
U6IPJ7	2.A.112.1.8
E9ICW6	2.A.112.4.2
E9FYJ5	2.A.112.1.10
B4J9J5	2.A.112.4.1
Q170V2	2.A.112.4.3
I0Z719	2.A.112.2.3
C3ZZD5	2.A.112.1.9
Q08913	1.A.43.2.4
Q08991	1.A.43.2.5
Q7SB51	1.A.43.2.6
Q3B199	1.A.43.1.6
F0LJH3	1.A.43.1.7
F6XSK1	1.A.43.2.8
F2CRE4	2.A.1.82.1
Q010B9	2.A.1.82.2
D2NQE5	1.A.43.1.8
Q18FV1	1.A.43.1.9
D6ZH23	1.A.43.1.10
A4QP84	2.A.60.1.23
E3HE24	3.A.7.4.2
E3HE17	3.A.7.4.2
Q8A1G2	8.A.46.1.1
Q8A8X0	8.A.46.2.1
Q8A8X1	1.B.14.6.13
Q8A0N7	8.A.46.2.2
Q5LEN2	8.A.46.1.4
F9ZC67	8.A.46.1.2
C6Y217	8.A.46.1.3
E4RVP8	8.A.46.1.5
G0IYY9	8.A.46.1.6
G2PKA2	8.A.46.2.3
C4N8U4	3.D.6.1.2
C4N8U5	3.D.6.1.2
C4N8U3	3.D.6.1.2
C4N8U2	3.D.6.1.2
Q2PGW1	9.B.87.1.10
Q8NMV3	3.A.1.1.45
Q8NMV4	3.A.1.1.45
Q8NMV5	3.A.1.1.45
Q8NMV1	3.A.1.1.45
Q6M306	9.B.28.1.1
A9KQL1	9.B.28.1.2
E4R229	9.B.28.1.3
C0MF43	9.B.28.1.4
G4PA66	9.B.28.1.5
F0PA74	9.B.28.3.1
M0L1T0	9.B.28.1.7
B0PB52	9.B.28.1.8
M0D1C0	9.B.28.1.6
M4RG66	9.B.28.1.10
E0SUV5	9.B.28.1.11
Q12WK5	9.B.28.2.1
G2SET3	9.B.28.4.1
G8QWD3	9.B.28.1.9
G8QPL3	9.B.28.2.2
Q5AG49	9.B.14.1.12
B4S4L6	9.B.28.2.3
I4DZ88	9.B.28.1.12
K0P0B6	2.A.13.2.1
K0K2U6	2.A.13.1.4
L8DP77	2.A.7.5.5
E1UCI0	4.A.6.1.15
E1UCI1	4.A.6.1.15
E1UCI2	4.A.6.1.15
Q8Y8V8	4.A.6.1.16
Q8Y8V9	4.A.6.1.16
Q8Y8W0	4.A.6.1.16
Q8Y8W1	4.A.6.1.16
P37520	2.A.120.1.9
O31674	2.A.120.1.10
V1CIA4	2.A.120.1.11
J6H8T7	2.A.120.1.12
A8MA30	2.A.120.1.13
Q95XG8	2.A.55.2.15
Q21434	2.A.55.2.16
B6H9Q3	2.A.1.2.85
Q9NV96	8.A.27.1.5
B6HN82	2.A.1.2.86
Q9LSR8	1.A.87.2.3
C0CGS2	2.A.26.1.5
S5PB54	2.A.26.1.6
R7HFL8	2.A.26.1.7
B8J0B8	2.A.26.1.8
Q9P5N0	3.A.1.208.28
I7MI73	3.A.3.10.15
Q23QV7	3.A.3.10.12
Q06141	1.C.111.1.2
Q9LE25	1.A.16.2.4
A1RWM1	1.A.16.2.5
Q4FQK9	1.A.16.4.2
R4VYX5	1.A.16.4.3
U4KLF9	1.A.16.5.1
A9NFY8	1.A.16.5.2
D6MZ58	1.A.79.1.4
A5HJ42	1.A.79.1.7
Q9XXF4	1.A.79.1.8
D8KC08	1.A.79.2.1
J4WT43	9.B.108.1.1
S5DN55	9.B.108.1.2
D8IUH5	9.B.108.1.5
A3TJM9	9.B.108.1.6
B3QN68	9.B.108.1.3
Q2CFB4	9.B.108.1.4
Q96A59	1.A.64.6.1
C8CHH8	3.E.1.4.7
D0V1N0	2.A.12.1.15
D0N674	2.A.5.1.10
Q5CXM3	2.A.5.3.7
Q4Q5V1	2.A.5.1.11
Q6UJY2	2.A.36.7.7
C3W2Q6	8.A.40.1.12
P72412	1.B.14.2.14
Q5X1N2	9.A.8.1.12
A4V408	2.A.7.10.4
Q0S582	2.A.46.1.2
A6WDE3	2.A.46.1.3
F8A1M3	2.A.46.1.4
D5MPH4	2.A.46.1.5
Q2J7N2	2.A.46.1.6
E4PGB6	2.A.46.1.7
H8W9K8	2.A.46.1.8
L0DJM9	2.A.114.1.8
O96128	9.B.19.1.1
Q8MNY4	9.B.19.1.2
K6UQV1	9.B.19.1.3
A5KC26	9.B.19.1.4
B0KPQ1	1.B.19.1.3
A6QTW5	9.A.54.1.3
Q22WA5	9.A.54.3.1
C5L569	9.B.106.3.3
G8ZNA0	9.A.54.3.2
Q4DTX8	9.A.54.1.5
M1V9R7	9.A.54.3.3
Q00X06	9.A.54.3.4
Q2NFT3	9.A.54.4.1
C5NXQ6	9.B.142.3.8
G7WF32	2.A.61.2.2
G2HQN2	2.A.61.2.3
C0QDE6	2.A.61.2.4
B9RHM6	3.A.3.10.1
L1LFC7	3.A.3.10.4
F0WRI8	3.A.3.10.10
Q5CYZ4	3.A.3.10.5
Q9HD20	3.A.3.10.19
O59868	3.A.3.2.34
Q9HDW7	3.A.3.2.35
A0DG78	9.A.6.1.2
A9V8N9	1.A.77.1.13
G7ZUA6	1.A.3.2.8
Q8I0U1	2.A.19.9.1
I7M0U0	2.A.19.9.2
F0XY52	2.A.19.4.13
C3ZMW2	2.A.19.4.12
Q3SDX7	1.A.3.2.7
G7ZU97	1.A.3.2.9
G7ZUA0	1.A.3.2.10
G7ZUA3	1.A.3.2.11
G7ZUA4	1.A.3.2.12
G7ZUA5	1.A.3.2.13
Q38BV7	1.A.1.11.24
Q57XB2	1.A.3.2.14
Q5IH90	3.A.3.2.36
S8F3F6	2.A.49.2.10
E9BBC3	1.A.77.1.14
I7M0N6	1.A.77.1.11
O76974	3.A.3.2.37
Q6BFK1	3.A.2.2.8
Q3SDD1	3.A.2.2.8
Q3SDC9	3.A.2.2.8
Q3SDC7	3.A.2.2.8
Q3SDC6	3.A.2.2.8
Q3SDC5	3.A.2.2.8
Q3SDC3	3.A.2.2.8
Q6BGD8	3.A.2.2.8
Q3SDB6	3.A.2.2.8
Q3SEA2	3.A.2.2.8
Q4UJ82	3.A.2.2.8
Q4UJ88	3.A.2.2.8
Q4UJ86	3.A.2.2.8
I7MMI0	3.A.1.210.10
Q22BT5	3.A.1.201.19
I7MT28	1.A.62.2.2
I7LXH0	3.A.1.201.20
I7MJ28	3.A.1.203.10
I7LWG7	3.A.1.203.10
A0EEH7	1.C.105.2.3
Q24GL4	1.C.105.2.4
A0DML3	1.C.105.2.5
Q6JV75	1.A.1.5.21
O96386	1.A.1.5.22
Q3SEE6	3.A.3.2.38
Q6RXX1	3.A.3.2.39
B8ZPJ9	3.A.1.135.4
B8ZPD1	3.A.1.135.4
I6L8P4	2.A.66.1.33
Q97NG5	2.A.66.1.34
Q939U6	5.A.1.2.7
Q8TSY0	3.D.6.1.3
Q8TSX9	3.D.6.1.3
Q8TSY4	3.D.6.1.3
Q8TSY3	3.D.6.1.3
Q8TSY1	3.D.6.1.3
Q8TSY2	3.D.6.1.3
Q8TSY5	3.D.6.1.3
Q6MB36	1.B.72.1.1
Q6MC98	1.B.72.1.2
C7RKW0	1.B.72.1.3
F0SA49	1.B.72.1.4
D8PE63	1.B.72.2.1
C7PTR5	1.B.72.1.5
J5PR66	1.B.72.2.2
V5SCH6	1.B.72.2.3
M4Z777	1.B.72.2.4
G4RF50	1.B.72.2.5
H9UFG5	9.B.50.1.6
Q72TA0	9.B.50.1.9
F4LND9	9.B.50.1.7
Q6AJP9	9.B.50.1.5
B5Y0L3	1.B.1.1.18
D6QLX8	1.B.1.1.19
Q8KJH6	1.B.39.1.5
H6B4G1	1.A.8.6.4
J9VK71	1.B.1.1.20
Q6GZ99	1.B.49.1.8
P09169	9.B.50.1.1
P34210	9.B.50.1.2
P06185	9.B.50.1.3
A9QY47	9.B.50.1.4
B6VNR0	1.C.57.1.6
Q9F9Z3	1.C.107.1.5
B7T137	1.C.96.1.2
Q9GNN8	1.C.112.1.1
T1PRE3	1.C.112.1.2
I3VAS1	1.C.112.1.3
Q7NIY0	3.A.1.18.2
Q7NIX9	3.A.1.18.2
Q7NIX8	3.A.1.18.2
F5L478	1.A.1.14.7
C0HJC4	8.B.19.1.1
A7RMN1	8.B.19.1.2
P58604	8.B.19.2.1
P81694 	8.B.19.2.2
B6DCM4	8.B.19.2.3
P35414	9.A.14.13.10
M1IW84	2.A.3.1.17
B0SM05	2.A.25.1.6
S5PD21	2.A.25.1.7
A0Q2F5	2.A.25.1.8
Q9WYC3	3.A.1.135.5
Q9WYC4	3.A.1.135.5
D5ANG7	1.E.54.1.1
H6SIV8	1.E.54.1.2
Q21E41	1.E.54.1.3
B9USB3	1.E.55.1.1
B9US77	1.E.55.1.2
G0EP25	1.E.55.1.3
L0F2Z5	1.E.55.1.4
U5UP25	1.E.55.3.1
K2SWQ8	1.E.55.2.1
T0QME2	1.E.55.2.3
I8GTD0	1.E.55.2.5
S1GB50	1.E.55.2.4
F8FTA7	1.E.55.2.2
B9E9H7	1.E.55.3.2
O64204	1.E.36.1.7
P60643	2.A.122.1.3
S9R2U3	1.E.54.1.4
H6SNZ7	1.E.54.1.5
F0JHQ3	1.E.54.2.1
A3UWI5	1.E.54.2.2
D5BQB0	1.E.54.2.3
A4C8S5	1.E.54.2.4
E1XTJ8	1.E.54.2.5
M1HM84	1.E.54.2.6
Q46343	1.E.19.3.2
Q0H258	1.E.19.1.12
U5ZMU0	1.E.14.1.12
B1YMD9	1.E.14.1.14
C7M4K8	1.E.14.1.13
C9RFW8	1.E.14.2.1
C9RG44	1.E.14.2.2
D3S646	1.E.14.2.3
H2D0G3	1.E.56.1.1
B1JT35	1.E.56.1.2
K7PKN9	1.E.56.1.3
D3RB48	1.E.56.1.4
Q9MBZ4	1.E.56.1.5
F4M9F3	1.E.56.1.6
H2BD74	1.E.56.1.7
C1DBL0	1.E.56.1.8
E5FFI1	1.E.56.1.9
M4K1R4	1.E.56.1.10
B0VUM9	1.E.56.1.11
K4PA82	1.E.56.1.12
I6T8M5	1.E.14.1.15
Q8DQ09	3.A.1.15.3
P0A4G2	3.A.1.15.14
Q97PG9	3.A.1.15.14
Q2MGF9	3.A.1.15.14
Q97PQ1	2.A.4.7.6
Q04MT1	2.A.1.47.4
Q04MS8	3.A.1.24.6
Q04MS6	3.A.1.24.6
Q04MS5	3.A.1.24.6
Q97Q42	3.A.1.11.7
Q97Q43	3.A.1.11.7
Q97Q44	3.A.1.11.7
Q97Q45	3.A.1.11.7
Q8DPI1	2.A.66.2.22
Q9G046	1.E.57.1.1
Q6AH54	1.E.57.1.3
G8I4E3	1.E.57.1.4
L7LGX2	1.E.57.1.5
K0YNF2	1.E.57.1.6
F1B2P7	1.E.57.2.1
Q1A0I5	1.E.57.1.2
Q2TLS6	1.E.57.2.2
L7LM36	1.E.57.2.3
E5XRS0	1.E.57.2.4
K8XXP6	1.E.57.2.5
M1UUA7	1.E.57.3.1
C3PIA8	1.E.57.3.2
S2Z2A6	1.E.57.3.3
R9K9J9	9.A.32.1.2
S2E3C4	9.B.109.1.1
S2EKR9	9.B.109.1.2
F9CY75	9.B.109.1.3
B8HX24	1.E.2.3.1
E4QE33	1.E.26.1.7
A7XXE5	1.E.26.5.1
F8J1D3	1.E.26.2.3
R4KML0	1.E.26.1.8
A5N5Q9	1.E.26.6.1
Q97MX5	1.E.26.3.2
A6MAD7	1.E.26.1.9
F0TFC1	1.E.26.2.4
K0AZ30	1.E.26.7.1
G0VYY4	1.E.26.1.10
J7J5N2	1.E.26.6.2
R4KCA2	1.E.26.8.1
D0R3Q7	1.E.26.9.1
A9NFW6	1.E.26.10.1
I3VY12	1.E.26.6.3
Q03RG7	1.E.26.1.11
R5MWK1	1.E.19.1.13
A9B2D1	1.E.19.1.14
Q6Y7T4	1.E.11.1.8
Q5HMI0	1.E.31.1.11
A8FGM9	1.E.31.1.12
D4ILZ0	1.E.19.1.15
F0SAE1	1.E.19.6.1
E2N5U7	1.E.19.6.2
G0IZ72	1.E.19.6.3
M9T7C0	1.C.111.1.3
Q45FX4	1.C.111.1.4
A8D3H7	1.C.111.1.5
C3UZX8	1.C.111.1.6
E3TDI9	1.C.111.1.7
M7BR32	1.C.111.1.9
D8VNA2	1.C.111.1.10
Q27J51	1.C.111.1.8
Q5CZE3	9.B.154.1.1
F0R7G3	9.B.154.1.2
A7NHW5	9.B.154.1.3
Q1LGU6	9.B.154.1.4
D2R5K9	9.B.154.1.6
B1ZYR2	9.B.154.1.5
Q9G073	1.E.58.1.1
A6N8M1	1.E.26.2.5
B1L5G5	3.A.10.1.15
B3EE21	2.A.37.2.5
B3ECG7	3.A.10.3.2
O80384	3.A.10.1.16
Q03169	1.L.1.1.1
N2AT79	1.E.12.2.4
E4SIZ4	1.E.12.2.5
E3BVZ9	1.E.12.2.6
D0DVV1	1.E.12.2.7
M1P851	9.B.148.1.7
R4M6W3	9.B.148.1.8
D6YA04	9.B.148.1.9
A0LTS0	9.B.148.1.10
Q9S2T0	9.B.148.1.11
Q0RNM3	9.B.148.1.12
F8IC89	2.A.1.35.3
Q1R209	1.B.14.7.1
Q1R210	2.C.1.1.3
C6EJJ6	2.C.1.2.1
P0A855	2.C.1.2.1
A6QKF8	9.B.97.1.7
Q9AIS0	1.C.105.2.6
O86919	1.C.105.2.7
B0SI19	9.B.97.1.8
D9SWN7	9.B.97.1.9
E8RJP5	9.B.97.1.10
B0SGK2	1.B.6.1.20
B0SDG2	1.B.48.1.10
B0SDB7	2.A.7.3.21
B0SAN7	1.A.13.1.5
B0SEF1	9.B.67.4.2
B0S9U4	2.A.21.8.3
A7SBW5	2.A.1.65.4
B7FP68	2.A.123.1.15
M2X865	2.A.123.1.16
M2WYR6	9.A.4.2.2
L7W6K7	3.E.1.6.6
P48269	9.B.14.3.3
B8ZT62	9.B.14.3.4
I6ZP97	9.B.14.2.5
A6V120	9.B.14.3.5
Q8MSU3	5.B.2.2.3
M2WX31	9.A.4.2.3
Q2G506	3.A.1.210.11
S6BBY9	2.A.80.1.2
S6CBZ0	2.A.80.1.2
Q5D0X7	2.A.80.1.2
D0J0R9	2.A.80.1.3
D0J2J4	2.A.80.1.3
D0J060	2.A.80.1.3
S5Y5N9	2.A.80.1.4
S5XH28	2.A.80.1.4
S5XTE7	2.A.80.1.4
Q0P7I2	2.A.53.1.12
S6APG9	2.A.66.1.35
L8A802	2.A.8.1.10
P61507	8.B.10.2.1
B1P1J2	8.B.10.1.2
B3EWF3	8.B.19.2.5
Q9FFL1	2.A.3.12.3
Q9LHN7	2.A.3.12.4
Q7PC84	3.A.1.205.22
Q6Z8D0	2.A.3.12.5
P86436	8.B.7.1.2
P60271	8.B.7.1.3
F1CIY7	8.B.7.1.4
B8XH25	8.B.7.1.5
P40755	8.B.8.1.3
P0C164	8.B.8.1.4
Q9NBG9	8.B.8.1.5
P0DL35	8.B.8.1.6
Q91055	8.B.9.1.3
P81995	8.B.9.1.4
P11670	8.B.9.1.5
B1P1I9	8.B.10.1.3
Q5D232	8.B.10.1.4
D2Y2E4	8.B.10.1.5
B0X6A3	8.B.9.1.6
B3EWU9	8.B.10.2.2
P81792	8.B.12.1.2
B6DD31	8.B.19.2.6
D2Y2B8	8.B.12.1.3
S5MJS8	8.B.12.1.4
P83250	1.C.68.1.2
O65848	1.A.31.1.5
E3HXW8	2.A.4.4.7
E3HXW9	2.A.108.2.7
E3HXW5	3.A.3.6.23
Q9PHZ4	1.A.43.1.11
Q8WY98	2.A.7.32.1
Q4TT81	2.A.7.32.2
Q54ZG7	2.A.7.32.3
E3REF2	2.A.7.32.4
A4I0H4	2.A.7.32.5
Q01XV6	2.A.7.33.1
K1FP56	2.A.7.33.2
W4NVH2	2.A.7.33.3
K9Z157	2.A.7.33.4
U2UX39	2.A.7.33.5
C1D6W6	2.A.7.34.1
B0RV55	2.A.7.34.2
Q64X46	2.A.7.34.3
Q6LXR9	2.A.7.34.4
Q11YS2	2.A.7.34.5
G0ENB6	2.A.7.34.6
E8UXU2	2.A.7.34.7
R1CVI4	2.A.7.34.8
L1JZ11	2.A.7.34.9
M1NEF5	8.A.26.1.5
P45880	1.B.8.1.12
Q01814	3.A.3.2.40
Q8NLD6	2.A.1.2.87
M1VAN7	3.A.1.201.21
M1UVK6	2.A.49.2.9
Q3J192	9.A.24.1.2
O82245	9.A.24.1.3
K9QU16	9.A.24.1.4
L8H8I3	9.A.24.1.5
G8T983	9.A.24.1.6
Q02YV9	9.A.24.1.7
Q0AKT4	9.A.24.2.1
B7F8G3	9.A.24.1.9
E1FXE2	9.A.24.1.10
R4TUU6	9.A.24.1.11
M5B8T3	9.A.24.4.1
D6XYZ9	9.A.24.4.2
F2N733	9.A.24.4.3
D0NU34	9.A.24.4.4
W0EAY6	9.B.2.3.1
E8N2T6	9.B.2.3.2
B6SQ48	9.A.24.1.8
A1T964	9.A.24.3.1
A3UHU5	9.A.24.2.2
Q1MMP9	2.A.89.2.1
M8ABW0	2.A.89.2.2
B3E0V5	2.A.89.3.9
E6YJ42	2.A.89.2.3
A9NFH9	9.A.23.1.2
Q6WB95	1.A.90.1.1
Q6WBA4	1.A.90.1.2
Q80G94	1.A.90.1.3
Q80FJ1	1.G.13.1.1
Q918V6	1.G.13.2.1
D6MM29	1.G.13.1.2
O06967	3.A.1.117.3
G8IIS8	1.A.9.5.3
P07975	1.G.14.1.1
B0FL97	1.G.2.1.4
Q2KHT4	8.A.16.5.1
C3YFR5	8.A.16.5.2
Q84097	1.G.1.1.2
R7TFA9	8.A.16.4.2
Q9QEW7	1.G.2.1.5
P85269	8.B.6.1.4
Q8NI32	8.A.31.1.2
D2A1J7	8.B.6.1.5
U6C2B7	8.B.4.1.3
P0CH54	8.B.3.1.5
P0DJ33	8.B.2.1.2
O95477	3.A.1.211.14
Q8N139	3.A.1.211.15
Q8IUA7	3.A.1.211.16
Q8WWZ4	3.A.1.211.17
Q86UQ4	3.A.1.211.18
Q96J65	3.A.1.208.29
Q7YR74	3.A.1.208.30
Q5T3U5	3.A.1.208.31
Q9ZUU9	3.A.1.204.19
Q9H172	3.A.1.204.20
Q8T6J5	3.A.1.211.19
Q9NUT2	3.A.1.201.22
Q7NL22	1.B.14.10.4
L7V457	9.B.96.1.3
Q7NL21	9.B.96.1.4
Q7NL25	3.A.1.106.11
Q7NL26	3.A.1.106.12
Q7NL23	3.A.1.132.10
Q7NL24	3.A.1.132.10
Q21EL3	1.B.14.1.24
Q21EL4	3.A.1.132.11
Q21EL5	3.A.1.132.11
Q21EL6	3.A.1.132.11
Q01465	9.B.157.1.1
Q01466	9.B.157.1.1
Q01467	9.B.157.1.1
Q9K8H5	9.B.157.1.2
Q9K8H6	9.B.157.1.2
Q9K8H7	9.B.157.1.2
G8GB89	2.A.1.49.9
Q6FCB4	1.B.25.1.36
Q6FBB3	2.A.1.15.7
M2X0J8	9.B.146.1.5
P0A9X4	9.B.157.1.3
P16926	9.B.157.1.3
P0ABH4	9.B.157.1.3
P94774	2.A.1.14.41
Q80YS4	8.A.23.1.16
Q86AS3	9.B.87.1.2
Q5H1F8	1.B.14.2.15
Q9F206	2.A.111.2.1
Q821X2	2.A.111.2.2
A8ESJ6	9.B.160.1.1
A7ZFA1	9.B.160.1.2
Q1CUX7	9.B.160.1.3
F0JDF9	9.B.160.1.5
D5BDU3	9.B.160.1.6
E8X5B7	9.B.160.1.7
Q6LNU9	9.B.160.1.8
A9B095	9.B.160.1.9
F5YII1	9.B.160.1.11
D5EE66	9.B.160.1.13
B2GH49	9.B.160.1.10
C6WVE5	9.B.160.1.4
B8D296	9.B.160.1.12
A5N7N1	2.A.87.3.1
A7VSQ7	2.A.87.3.2
P0DJ08	8.B.20.1.1
C5J894	8.B.20.1.2
A9NEB8	2.A.87.3.3
G8WDN2	2.A.7.21.5
E8UAP7	2.A.7.21.6
F6FW65	2.A.7.21.7
Q01B54	2.A.112.2.4
Q9Z0S5	1.H.1.1.12
Q65Z38	1.H.1.5.1
Q65Z39	1.H.1.5.2
C4QH88	1.A.31.1.6
D2WF19	3.A.1.208.32
P17501	1.G.15.1.1
D6PT86	1.G.15.1.2
H6SW53	1.G.15.1.3
P28977	1.G.15.1.4
A8R5V4	3.A.3.2.41
G8WDN4	2.A.76.1.10
G8WDN3	2.A.7.21.5
Q97DD1	2.A.7.21.8
I6PJK1	2.A.114.1.7
P49268	8.B.21.1.1
B1P1I0	8.B.21.1.2
P60977	8.B.21.1.3
W7XJE7	8.B.21.2.1
N4VM86	8.B.21.1.5
E1ZJE6	9.B.87.1.3
R4IL98	8.B.4.1.4
S8EGJ6	8.B.21.1.4
R4IL03	8.B.21.1.6
V9LSX2	8.B.21.1.7
Q5Y4V1	8.B.6.1.6
Q5Y4X5	8.B.6.1.7
P68424	8.B.4.1.5
B1P1B1	8.B.4.1.6
C7TRQ6	8.B.16.1.2
B8QG00	8.B.16.1.3
Q91VF8	1.C.15.1.2
Q9GU57	8.B.22.1.1
Q8I6V7	8.B.22.1.2
P83390	8.B.22.1.3
Q2I2P4	8.B.22.1.4
O65740	1.C.45.1.5
A8J4P3	2.A.1.8.7
A1BA99	2.A.28.3.3
A4QA05	2.A.11.1.6
A5G9C2	1.A.77.3.15
A7ZJR5	2.A.81.1.4
A8ZVE8	1.A.77.3.3
A9BGZ4	3.A.1.128.5
C4MX29	1.A.69.4.3
E7III7	2.A.69.2.1
F2WVP9	2.A.1.60.3
O54192	1.A.1.27.1
O86498	1.A.1.27.2
Q1D027	1.A.1.24.3
Q1D0V0	3.A.1.144.3
Q4DWT9	2.A.2.3.11
Q59UQ7	2.A.28.3.7
Q687X5	5.B.6.1.3
Q745T8	2.A.2.3.12
Q8C6U2	2.A.43.3.2
Q8R4P5	1.A.17.4.6
Q93380	2.A.1.58.2
Q9FBZ5	1.A.1.23.4
Q9XA52	1.A.1.13.5
P81598	8.B.16.1.4
P0C1Z8	8.B.6.1.8
G6DTR0	8.A.40.1.13
M2XT95	8.A.40.1.14
M2Y7W1	9.A.24.1.12
L1IJB1	9.B.2.1.11
A1U2M7	9.B.2.1.12
M2Y846	9.B.2.1.13
Q1IPL5	9.B.2.1.14
M2X6B9	9.B.2.1.15
Q8RYE2	1.A.43.2.7
Q9EXJ9	1.A.77.2.8
Q48AX5	1.B.14.8.5
B5JQT8	3.A.10.1.12
O88676	8.B.14.2.1
P81897	8.B.14.1.3
U1M815	8.B.14.1.4
W2SYT5	8.B.14.1.5
A8BA89	1.B.27.1.8
Q7VHZ9	1.B.27.2.1
Q7VFG3	1.B.1.11.1
Q7VFJ9	1.B.27.2.2
R4Q7V2	1.B.27.2.3
I0EQ77	1.B.27.1.9
P0AAP1	9.B.34.1.2
P37650	1.B.55.3.1
Q5MQC2	1.B.73.1.1
J9ZBC1	1.B.55.3.2
F8C3M1	1.B.73.1.2
A0LKC3	1.B.73.1.3
Q21E86	1.B.73.1.4
C6W3T8	1.B.73.2.1
E4T302	1.B.73.2.2
L0G408	1.B.73.1.5
B3QVK7	1.B.23.4.1
A6H1F5	1.B.23.4.2
G0GRM4	9.B.2.4.1
B5FEK7	9.B.2.4.2
K4IJR8	9.B.2.4.3
E8WPU1	9.B.2.6.1
S2WD99	9.B.2.5.1
G4Q628	9.B.2.5.2
B4TU87	9.B.2.5.3
M9R7D9	9.B.2.7.1
Q2IEW4	9.B.175.1.1
A2CDJ1	9.B.175.1.2
V5SJJ8	9.B.175.1.3
A4T5F4	9.B.175.1.4
K9XRZ6	9.B.175.1.5
D4KGM0	9.B.2.5.4
A7HPP3	9.B.2.6.3
C4M9N5	1.C.67.1.2
E1YEB6	9.B.2.6.2
F6DCL6	9.B.2.6.4
J3HNC8	9.B.2.6.5
G0H4U3	9.B.2.6.6
W6VVQ0	9.B.2.6.7
D3P9M1	2.A.7.21.9
D3P9M4	2.A.95.1.6
Q925H0	1.A.6.1.8
L7WBF8	1.B.44.2.3
C9RKW7	1.B.44.2.4
E4T7W1	1.B.44.2.5
I3Z165	1.B.44.2.6
E4RW78	1.B.44.2.7
F4L5T8	1.B.44.2.8
I3YP34	1.B.44.2.9
E4TMJ4	1.B.44.2.10
F0R8C3	1.B.44.2.11
D0LVA6	1.B.44.2.12
D5H639	1.B.44.2.13
K7ZDZ7	1.B.44.2.14
B9M7K9	1.B.39.2.2
B2RMB0	1.B.44.2.15
D0MDF9	1.B.44.2.16
B6EQY0	1.B.44.2.17
Q1QP84	1.B.6.2.14
Q6MA15	1.B.72.1.6
F7NHB4	9.B.50.2.1
B0W7B6	2.A.112.1.4
R7QEU2	2.A.1.11.7
M1V8F4	2.A.1.53.4
R7QDD5	2.A.7.28.10
Q7V7U0	2.A.7.28.11
R7Q8W2	2.A.57.1.9
R7QS55	3.A.1.17.9
Q82224	1.G.9.2.2
Q76158	1.G.16.1.1
Q87768	1.G.16.1.2
M4HM10	1.G.17.1.1
E2EAX3	1.G.17.1.2
Q7ZFT7	1.G.17.1.3
Q05320	1.G.12.2.2
G8EFI5	1.G.12.2.3
Q1PDC7	1.G.12.2.4
D3KDM5	1.G.18.1.1
P25190	1.G.18.1.2
G5DGB4	1.G.18.1.3
C6Y7W4	1.G.1.1.3
W5QKP1	1.G.2.1.6
G5CPY6	1.G.2.1.7
Q9WCX6	1.G.3.1.3
Q01E95	2.A.1.19.42
Q9LHQ6	2.A.1.19.43
E1Z885	2.A.1.19.44
I7LVJ0	2.A.1.19.45
J9IE21	2.A.1.19.46
D8U9F6	2.A.1.19.47
X2BJI2	2.A.103.1.4
D3DFC8	2.A.103.1.5
H2J7Z5	2.A.103.1.6
Q83MP3	2.A.103.1.7
F4CH44	2.A.103.1.8
Q9LY77	3.A.3.2.42
P16700	3.A.1.6.1
P0AG78	3.A.1.6.1
P0AEB0	3.A.1.6.1
P16676	3.A.1.6.1
P16701	3.A.1.6.1
P40004	2.A.7.10.5
Q1D1G6	2.A.1.57.4
C5C6P3	2.A.1.24.5
	1.A.25.3.1
Q6P9F7	1.A.25.3.1
Q8TDW0	1.A.25.3.1
