Year,Kingdom,Phylum,Class,Species,Tcode,KEGGId,RefSeq
2019,Bacteria,Firmicutes - Clostridia,Caloramator,Caloramator sp. E03,T05994,cale,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/016/075/GCA_006016075.1_ASM601607v1
2019,Bacteria,Firmicutes - Clostridia,Caproiciproducens,Caproiciproducens sp. NJN-50,T05807,capr,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/103/755/GCA_004103755.1_ASM410375v1
2018,Bacteria,Firmicutes - Clostridia,Carboxydocella,Carboxydocella thermautotrophica,T05389,cthm,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/047/205/GCA_003047205.1_ASM304720v1
2005,Bacteria,Firmicutes - Clostridia,Carboxydothermus,Carboxydothermus hydrogenoformans,T00287,chy,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/865/GCA_000012865.1_ASM1286v1
2011,Bacteria,Firmicutes - Clostridia,Cellulosilyticum,Cellulosilyticum lentocellum,T01448,cle,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/835/GCA_000178835.2_ASM17883v2
2018,Bacteria,Firmicutes - Clostridia,Christensenella,Christensenella minuta,T05665,cmiu,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/628/755/GCA_003628755.1_ASM362875v1
2009,Bacteria,Firmicutes - Clostridia,Clostridioides,Clostridioides difficile CD196,T00997,cdc,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/085/225/GCA_000085225.1_ASM8522v1
2007,Bacteria,Firmicutes - Clostridia,Clostridioides,Clostridioides difficile 630,T00487,cdf,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/205/GCF_000009205.2_ASM920v2
2009,Bacteria,Firmicutes - Clostridia,Clostridioides,Clostridioides difficile R20291,T00998,cdl,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/027/105/GCA_000027105.1_ASM2710v1
2015,Bacteria,Firmicutes - Clostridia,Clostridioides,Clostridioides difficile 630,T03885,pdc,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/932/055/GCA_000932055.2_ASM93205v2
2015,Bacteria,Firmicutes - Clostridia,Clostridioides,Clostridioides difficile 630Derm,T03785,pdf,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/275/GCA_000953275.1_CD630DERM
2001,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium acetobutylicum ATCC 824,T00056,cac,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/765/GCF_000008765.1_ASM876v1
2015,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium aceticum,T03971,cace,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/042/715/GCA_001042715.1_ASM104271v1
2011,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium acetobutylicum DSM 1731,T01548,cae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/218/855/GCA_000218855.1_ASM21885v1
2013,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium autoethanogenum,T02883,cah,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/484/505/GCA_000484505.1_ASM48450v1
2017,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium argentinense,T05123,carg,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/074/155/GCA_002074155.1_ASM207415v1
2012,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium acetobutylicum EA 2018,T01864,cay,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/905/GCA_000191905.1_ASM19190v1
2007,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium botulinum A ATCC 19397,T00574,cba,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/025/GCA_000017025.1_ASM1702v1
2008,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium botulinum B1 Okra,T00671,cbb,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/305/GCA_000019305.1_ASM1930v1
2007,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium beijerinckii NCIMB 8052,T00547,cbe,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/965/GCA_000016965.1_ASM1696v1
2017,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium beijerinckii NCIMB 14988,T04773,cbei,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/833/105/GCA_000833105.2_ASM83310v2
2007,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium botulinum F Langeland,T00563,cbf,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/065/GCA_000017065.1_ASM1706v1
2007,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium botulinum A Hall,T00575,cbh,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/045/GCF_000017045.1_ASM1704v1
2009,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium botulinum Ba4,T00895,cbi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/345/GCA_000020345.1_ASM2034v1
2012,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium botulinum H04402 065,T02076,cbj,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/253/195/GCA_000253195.1_ASM25319v1
2008,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium botulinum B Eklund 17B (NRP),T00696,cbk,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/165/GCA_000020165.1_ASM2016v1
2008,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium botulinum A3 Loch Maree,T00670,cbl,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/545/GCA_000019545.1_ASM1954v1
2012,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium botulinum F 230613,T01865,cbm,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/345/GCA_000092345.1_ASM9234v1
2011,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium botulinum BKT015925,T01475,cbn,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/565/GCA_000204565.1_ASM20456v1
2007,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium botulinum A ATCC 3502,T00533,cbo,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/063/585/GCF_000063585.1_ASM6358v1
2008,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium botulinum E3,T00767,cbt,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/285/GCA_000020285.1_ASM2028v1
2016,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium butyricum,T04197,cbut,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/456/065/GCA_001456065.2_ASM145606v2
2015,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium baratii,T03506,cbv,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/789/395/GCA_000789395.1_ASM78939v1
2009,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium botulinum A2,T00883,cby,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/765/GCA_000022765.1_ASM2276v1
2014,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium beijerinckii ATCC 35702,T03415,cbz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/767/745/GCA_000767745.1_ASM76774v1
2010,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium cellulovorans,T01294,ccb,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/275/GCA_000145275.1_ASM14527v1
2017,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium chauvoei,T05083,cchv,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/327/205/GCA_002327205.1_ASM232720v1
2015,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium carboxidivorans,T03979,cck,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/038/625/GCA_001038625.1_ASM103862v1
2018,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium drakei,T05484,cdrk,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/096/175/GCA_003096175.1_ASM309617v1
2017,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium estertheticum,T04811,ceu,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/877/035/GCA_001877035.1_ASM187703v1
2017,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium formicaceticum,T05005,cfm,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/854/185/GCA_001854185.1_ASM185418v1
2018,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium isatidis,T05663,cia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/285/495/GCA_002285495.1_ASM228549v1
2007,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium kluyveri DSM 555,T00564,ckl,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/505/GCA_000016505.1_ASM1650v1
2009,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium kluyveri NBRC 12016,T00832,ckr,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/265/GCA_000010265.1_ASM1026v1
2012,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium sp. BNL1100,T01708,clb,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/244/875/GCA_000244875.1_ASM24487v1
2015,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium sporogenes,T03905,cld,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/973/705/GCA_000973705.1_ASM97370v1
2010,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium ljungdahlii,T01276,clj,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/143/685/GCA_000143685.1_ASM14368v1
2011,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium sp. SY8519,T01565,cls,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/270/305/GCA_000270305.1_ASM27030v1
2014,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium bornimense,T03165,clt,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/577/895/GCA_000577895.1_M2_40
2006,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium novyi,T00431,cno,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/125/GCA_000014125.1_ASM1412v1
2015,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium pasteurianum DSM 525 = ATCC 6013,T03811,cpae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/807/175/GCA_000807175.1_ASM80717v1
2013,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium pasteurianum BC1,T02645,cpas,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/389/635/GCA_000389635.1_ASM38963v1
2015,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium pasteurianum DSM 525 = ATCC 6013,T03753,cpat,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/807/255/GCA_000807255.1_ASM80725v1
2002,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium perfringens 13,T00074,cpe,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/685/GCA_000009685.1_ASM968v1
2006,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium perfringens ATCC 13124,T00378,cpf,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/285/GCA_000013285.1_ASM1328v1
2006,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium perfringens SM101,T00379,cpr,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/845/GCA_000013845.2_ASM1384v2
2013,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium saccharobutylicum,T02876,csb,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/995/GCA_000473995.1_ASM47399v1
2019,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium septicum,T06069,csep,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/606/265/GCA_003606265.1_ASM360626v1
2015,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium scatologenes,T03803,csq,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/968/375/GCA_000968375.1_ASM96837v1
2013,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium saccharoperbutylacetonicum,T02467,csr,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/885/GCA_000340885.1_ASM34088v1
2017,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium taeniosporum,T04957,ctae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/735/765/GCA_001735765.2_ASM173576v2
2003,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium tetani E88,T00112,ctc,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/625/GCA_000007625.1_ASM762v1
2013,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium tetani 12124569,T02905,ctet,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/115/GCA_000967115.1_CT1
2016,Bacteria,Firmicutes - Clostridia,Clostridium,Clostridium tyrobutyricum,T04331,ctyk,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/655/GCA_001642655.1_ASM164265v1
2013,Bacteria,Firmicutes - Clostridia,Coprococcus,Coprococcus catus,T02584,cct,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/210/555/GCA_000210555.1_ASM21055v1
2013,Bacteria,Firmicutes - Clostridia,Coprococcus,Coprococcus sp. ART55/1,T02583,coo,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/210/595/GCA_000210595.1_ASM21059v1
2012,Bacteria,Firmicutes - Clostridia,Dehalobacter,Dehalobacter sp. CF,T02279,dec,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/305/815/GCA_000305815.1_ASM30581v1
2012,Bacteria,Firmicutes - Clostridia,Dehalobacter,Dehalobacter sp. DCA,T02278,ded,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/305/775/GCA_000305775.1_ASM30577v1
2014,Bacteria,Firmicutes - Clostridia,Dehalobacter,Dehalobacter restrictus,T02996,drs,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/895/GCA_000512895.1_ASM51289v1
2013,Bacteria,Firmicutes - Clostridia,Desulfallas,Desulfallas gibsoniae,T02657,dgi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/233/715/GCA_000233715.3_ASM23371v3
2012,Bacteria,Firmicutes - Clostridia,Desulfitobacterium,Desulfitobacterium dehalogenans,T02146,ddh,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/243/155/GCA_000243155.3_ASM24315v3
2012,Bacteria,Firmicutes - Clostridia,Desulfitobacterium,Desulfitobacterium dichloroeliminans,T02390,ddl,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/243/135/GCA_000243135.3_ASM24313v3
2009,Bacteria,Firmicutes - Clostridia,Desulfitobacterium,Desulfitobacterium hafniense DCB-2,T00822,dhd,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/925/GCA_000021925.1_ASM2192v1
2015,Bacteria,Firmicutes - Clostridia,Desulfitobacterium,Desulfitobacterium metallireducens,T03599,dmt,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/231/405/GCA_000231405.3_ASM23140v3
2006,Bacteria,Firmicutes - Clostridia,Desulfitobacterium,Desulfitobacterium hafniense Y51,T00333,dsy,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/045/GCA_000010045.1_ASM1004v1
2009,Bacteria,Firmicutes - Clostridia,Desulfofarcimen,Desulfofarcimen acetoxidans,T00986,dae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/205/GCA_000024205.1_ASM2420v1
2011,Bacteria,Firmicutes - Clostridia,Desulfofundulus,Desulfofundulus kuznetsovii,T01499,dku,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/214/705/GCA_000214705.1_ASM21470v1
2008,Bacteria,Firmicutes - Clostridia,Desulforudis,Candidatus Desulforudis audaxviator,T00655,dau,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/425/GCA_000018425.1_ASM1842v1
2012,Bacteria,Firmicutes - Clostridia,Desulfosporosinus,Desulfosporosinus acidiphilus,T02148,dai,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/255/115/GCA_000255115.3_ASM25511v3
2012,Bacteria,Firmicutes - Clostridia,Desulfosporosinus,Desulfosporosinus meridiei,T02207,dmi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/231/385/GCA_000231385.3_ASM23138v3
2012,Bacteria,Firmicutes - Clostridia,Desulfosporosinus,Desulfosporosinus orientis,T01675,dor,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/235/605/GCA_000235605.1_ASM23560v1
2011,Bacteria,Firmicutes - Clostridia,Desulfotomaculum,Desulfotomaculum nigrificans,T01498,dca,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/214/435/GCA_000214435.1_ASM21443v1
2017,Bacteria,Firmicutes - Clostridia,Desulfotomaculum,Desulfotomaculum ferrireducens,T04823,dfg,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/005/145/GCA_002005145.1_ASM200514v1
2007,Bacteria,Firmicutes - Clostridia,Desulfotomaculum,Desulfotomaculum reducens,T00494,drm,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/165/GCA_000016165.1_ASM1616v1
2011,Bacteria,Firmicutes - Clostridia,Desulfotomaculum,Desulfotomaculum ruminis,T01518,dru,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/215/085/GCA_000215085.1_ASM21508v1
2019,Bacteria,Firmicutes - Clostridia,Dysosmobacter,Oscillospiraceae bacterium J115,T06030,obj,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/121/165/GCA_005121165.1_ASM512116v1
2011,Bacteria,Firmicutes - Clostridia,Ethanoligenens,Ethanoligenens harbinense,T01384,eha,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/115/GCA_000178115.2_ASM17811v2
2009,Bacteria,Firmicutes - Clostridia,Eubacterium,Eubacterium eligens,T00908,eel,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/146/185/GCA_000146185.1_ASM14618v1
2010,Bacteria,Firmicutes - Clostridia,Eubacterium,Eubacterium limosum,T01336,elm,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/152/245/GCA_000152245.2_ASM15224v2
2019,Bacteria,Firmicutes - Clostridia,Eubacterium,Eubacterium maltosivorans,T05996,emt,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/441/855/GCA_002441855.2_ASM244185v2
2013,Bacteria,Firmicutes - Clostridia,Faecalibacterium,Faecalibacterium prausnitzii SL3/3,T02592,fpa,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/209/855/GCA_000209855.1_ASM20985v1
2013,Bacteria,Firmicutes - Clostridia,Faecalibacterium,Faecalibacterium prausnitzii L2-6,T02591,fpr,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/210/735/GCA_000210735.1_ASM21073v1
2018,Bacteria,Firmicutes - Clostridia,Fastidiosipila,Fastidiosipila sanguinis,T05345,fsa,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/998/295/GCA_002998295.1_ASM299829v1
2012,Bacteria,Firmicutes - Clostridia,Filifactor,Filifactor alocis,T01663,faa,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/163/895/GCA_000163895.2_ASM16389v2
2016,Bacteria,Firmicutes - Clostridia,Flavonifractor,Flavonifractor plautii,T04429,fpla,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/688/625/GCA_001688625.2_ASM168862v2
2016,Bacteria,Firmicutes - Clostridia,Geosporobacter,Geosporobacter ferrireducens,T04493,gfe,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/750/685/GCA_001750685.1_ASM175068v1
2010,Bacteria,Firmicutes - Clostridia,Halanaerobium,Halanaerobium hydrogeniformans,T01349,has,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/415/GCA_000166415.1_ASM16641v1
2012,Bacteria,Firmicutes - Clostridia,Halanaerobium,Halanaerobium praevalens,T01941,hpk,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/465/GCA_000165465.1_ASM16546v1
2013,Bacteria,Firmicutes - Clostridia,Halobacteroides,Halobacteroides halobius,T02401,hhl,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/625/GCA_000328625.1_ASM32862v1
2019,Bacteria,Firmicutes - Clostridia,Halocella,Halocella sp. SP3-1,T05769,hals,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/953/885/GCA_003953885.1_ASM395388v1
2009,Bacteria,Firmicutes - Clostridia,Halothermothrix,Halothermothrix orenii,T00838,hor,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/485/GCA_000020485.1_ASM2048v1
2019,Bacteria,Firmicutes - Clostridia,Hathewaya,Hathewaya histolytica,T05971,hhw,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/482/605/GCA_901482605.1_45532_E01
2008,Bacteria,Firmicutes - Clostridia,Heliobacterium,Heliobacterium modesticaldum,T00653,hmo,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/165/GCA_000019165.1_ASM1916v1
2015,Bacteria,Firmicutes - Clostridia,Herbinix,Herbinix luporum,T04072,hsd,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/070/325/GCA_900070325.1_SD1D
2012,Bacteria,Firmicutes - Clostridia,Hungateiclostridium,Hungateiclostridium clariflavum,T01661,ccl,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/085/GCA_000237085.1_ASM23708v1
2007,Bacteria,Firmicutes - Clostridia,Hungateiclostridium,Hungateiclostridium thermocellum ATCC 27405,T00474,cth,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/865/GCA_000015865.1_ASM1586v1
2012,Bacteria,Firmicutes - Clostridia,Hungateiclostridium,Hungateiclostridium thermocellum DSM 1313,T01933,ctx,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/184/925/GCA_000184925.1_ASM18492v1
2017,Bacteria,Firmicutes - Clostridia,Hungateiclostridium,Hungateiclostridium saccincola,T05223,hsc,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/844/395/GCA_002844395.1_ASM284439v1
2016,Bacteria,Firmicutes - Clostridia,Intestinimonas,Intestinimonas butyriciproducens,T04182,ibu,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/454/945/GCA_001454945.1_ASM145494v1
2018,Bacteria,Firmicutes - Clostridia,Lachnoanaerobaculum,Lachnoanaerobaculum umeaense,T05639,lua,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/589/745/GCA_003589745.1_ASM358974v1
2018,Bacteria,Firmicutes - Clostridia,Lachnoclostridium,Clostridium bolteae,T05466,cbol,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/234/575/GCA_002234575.2_ASM223457v2
2007,Bacteria,Firmicutes - Clostridia,Lachnoclostridium,Lachnoclostridium phytofermentans,T00619,cpy,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/685/GCA_000018685.1_ASM1868v1
2010,Bacteria,Firmicutes - Clostridia,Lachnoclostridium,Clostridium saccharolyticum WM1,T01288,csh,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/144/625/GCA_000144625.1_ASM14462v1
2013,Bacteria,Firmicutes - Clostridia,Lachnoclostridium,Clostridium cf. saccharolyticum K10,T02614,cso,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/210/535/GCA_000210535.1_ASM21053v1
2016,Bacteria,Firmicutes - Clostridia,Lachnoclostridium,Lachnoclostridium sp. YL32,T04430,lacy,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/688/665/GCA_001688665.2_ASM168866v2
2010,Bacteria,Firmicutes - Clostridia,Mageeibacillus,Mageeibacillus indolicus,T01181,clo,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/225/GCA_000025225.2_ASM2522v1
2011,Bacteria,Firmicutes - Clostridia,Mahella,Mahella australiensis,T01494,mas,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/213/255/GCA_000213255.1_ASM21325v1
2018,Bacteria,Firmicutes - Clostridia,Mogibacterium,Mogibacterium diversum,T05355,mdv,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/998/925/GCA_002998925.1_ASM299892v1
2005,Bacteria,Firmicutes - Clostridia,Moorella,Moorella thermoacetica,T00308,mta,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/105/GCF_000013105.1_ASM1310v1
2008,Bacteria,Firmicutes - Clostridia,Natranaerobius,Natranaerobius thermophilus,T00761,nth,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/005/GCA_000020005.1_ASM2000v1
2011,Bacteria,Firmicutes - Clostridia,Oscillibacter,Oscillibacter valericigenes,T01636,ova,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/283/575/GCA_000283575.1_ASM28357v1
2018,Bacteria,Firmicutes - Clostridia,Paeniclostridium,Paeniclostridium sordellii,T05252,psor,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/865/995/GCA_002865995.1_ASM286599v1
2007,Bacteria,Firmicutes - Clostridia,Pelotomaculum,Pelotomaculum thermopropionicum,T00519,pth,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/565/GCA_000010565.1_ASM1056v1
2014,Bacteria,Firmicutes - Clostridia,Peptoclostridium,Peptoclostridium acidaminophilum,T03061,eac,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/597/865/GCA_000597865.1_ASM59786v1
2018,Bacteria,Firmicutes - Clostridia,Pseudoclostridium,Pseudoclostridium thermosuccinogenes,T05300,cthd,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/896/855/GCA_002896855.1_ASM289685v1
2011,Bacteria,Firmicutes - Clostridia,Roseburia,Roseburia hominis,T01621,rho,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/225/345/GCA_000225345.1_ASM22534v1
2013,Bacteria,Firmicutes - Clostridia,Roseburia,Roseburia intestinalis M50/1,T02598,rim,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/209/995/GCA_000209995.1_ASM20999v1
2013,Bacteria,Firmicutes - Clostridia,Roseburia,Roseburia intestinalis XB6B4,T02597,rix,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/210/655/GCA_000210655.1_ASM21065v1
2009,Bacteria,Firmicutes - Clostridia,Ruminiclostridium,Ruminiclostridium cellulolyticum,T00835,cce,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/065/GCA_000022065.1_ASM2206v1
