KEGG_Entry,Definition,KO,Length,Sw-Score,Margin,bits,identity,overlap,best(all)
lko:ABN16_01630,"chemotaxis protein CheY",K07658,235,260,11,65,0.344,122,"-> 11"
mbn:Mboo_1464,"multi-sensor signal transduction histidin",,579,260,20,65,0.310,116,"-> 19"
mpi:Mpet_1207,"response regulator receiver protein",K02658,121,260,27,65,0.345,119,"-> 11"
ngg:RG540_CH12350,"Response regulator PleD",K02488,456,260,6,65,0.328,119,"-> 36"
ngl:RG1141_CH12080,"Response regulator PleD",K02488,456,260,5,65,0.328,119,"-> 37"
pbs:Plabr_2419,"transcriptional regulator",K07657,228,260,7,65,0.361,119,"-> 28"
pdo:PSDT_0942,"two-component response regulator",,239,260,5,65,0.373,118,"-> 3"
pdx:Psed_5242,"winged helix family two component transcr",,218,260,0,65,0.367,120,"-> 38"
pmt:PMT1988,"two-component response regulator",K10697,268,260,2,65,0.359,117,"-> 9"
psf:PSE_1693,"phosphate regulon transcriptional regulato",K07657,231,260,23,65,0.325,120,"-> 32"
rtr:RTCIAT899_CH07065,"GGDEF domain-containing protein",K02488,457,260,2,65,0.328,119,"-> 44"
sgo:SGO_0298,"two-component response regulator, putative",,226,260,5,65,0.358,120,"-> 10"
std:SPPN_05945,"CheY-like receiver/winged-helix DNA-bind",K07668,234,260,25,65,0.317,120,"-> 9"
ste:STER_0354,"DNA-binding response regulator, OmpR fami",,229,260,11,65,0.373,118,"-> 5"
sulr:B649_06555,"hypothetical protein",,1150,260,19,65,0.359,117,"-> 21"
tam:Theam_0325,"two component transcriptional regulator,",K07657,223,260,40,65,0.325,120,"-> 7"
ahe:Arch_1419,"two component transcriptional regulator,",K07670,224,259,1,65,0.364,118,"-> 9"
baa:BAA13334_I00547,"phosphate regulon transcriptional r",K07657,228,259,10,65,0.331,118,"-> 14"
babb:DK48_43,"phosphate regulon transcriptional regulato",K07657,228,259,10,65,0.331,118,"-> 14"
babc:DO78_1978,"phosphate regulon transcriptional regula",K07657,228,259,10,65,0.331,118,"-> 14"
babo:DK55_2076,"phosphate regulon transcriptional regula",K07657,228,259,10,65,0.331,118,"-> 14"
babr:DO74_1901,"phosphate regulon transcriptional regula",K07657,228,259,10,65,0.331,118,"-> 14"
babs:DK51_1484,"phosphate regulon transcriptional regula",K07657,228,259,10,65,0.331,118,"-> 14"
babt:DK49_1831,"phosphate regulon transcriptional regula",K07657,228,259,10,65,0.331,118,"-> 14"
babu:DK53_2059,"phosphate regulon transcriptional regula",K07657,228,259,10,65,0.331,118,"-> 14"
bcar:DK60_73,"phosphate regulon transcriptional regulato",K07657,228,259,10,65,0.331,118,"-> 14"
bcas:DA85_10305,"chemotaxis protein CheY",K07657,228,259,10,65,0.331,118,"-> 13"
bcet:V910_102003,"phosphate regulon transcriptional regu",K07657,228,259,10,65,0.331,118,"-> 14"
bcs:BCAN_A2187,"phosphate regulon transcriptional regula",K07657,228,259,10,65,0.331,118,"-> 12"
bdh:GV66_05470,"transcriptional regulator",,224,259,2,65,0.358,120,"-> 42"
bdo:EL88_00675,"transcriptional regulator",,224,259,9,65,0.358,120,"-> 49"
bmb:BruAb1_2118,"phosphate regulon transcriptional regul",K07657,228,259,10,65,0.331,118,"-> 14"
bmc:BAbS19_I20070,"transcriptional regulator",K07657,228,259,10,65,0.331,118,"-> 14"
bme:BMEI1984,"phosphate regulon transcriptional regulato",K07657,255,259,10,65,0.331,118,"-> 14"
bmee:DK62_1443,"phosphate regulon transcriptional regula",K07657,228,259,10,65,0.331,118,"-> 14"
bmel:DK63_1506,"phosphate regulon transcriptional regula",K07657,228,259,10,65,0.331,118,"-> 14"
bmf:BAB1_2146,"response regulator receiver",K07657,228,259,10,65,0.331,118,"-> 14"
bmg:BM590_A2133,"phosphate regulon transcriptional regul",K07657,228,259,10,65,0.331,118,"-> 14"
bmi:BMEA_A2204,"phosphate regulon transcriptional regula",K07657,228,259,10,65,0.331,118,"-> 14"
bms:BR2143,"phosphate regulon transcriptional regulatory",K07657,228,259,10,65,0.331,118,"-> 13"
bmt:BSUIS_A1982,"phosphate regulon transcriptional regul",K07657,228,259,10,65,0.331,118,"-> 13"
bmz:BM28_A2131,"phosphate regulon transcriptional regula",K07657,228,259,10,65,0.331,118,"-> 14"
bol:BCOUA_I2143,phoB,K07657,228,259,10,65,0.331,118,"-> 13"
bpp:BPI_I2200,"phosphate regulon transcriptional regulat",K07657,228,259,10,65,0.331,118,"-> 14"
bpv:DK65_1398,"phosphate regulon transcriptional regulat",K07657,228,259,10,65,0.331,118,"-> 14"
bsf:BSS2_I2077,phoB,K07657,228,259,10,65,0.331,118,"-> 13"
bsg:IY72_10545,"chemotaxis protein CheY",K07657,228,259,16,65,0.331,118,"-> 11"
bsi:BS1330_I2137,"phosphate regulon transcriptional regu",K07657,228,259,10,65,0.331,118,"-> 13"
bsk:BCA52141_I1769,"phosphate regulon transcriptional re",K07657,228,259,10,65,0.331,118,"-> 14"
bsuc:BSSP2_I1946,"Phosphate regulon transcriptional regu",K07657,228,259,10,65,0.331,118,"-> 14"
bsui:BSSP1_I1941,"Phosphate regulon transcriptional regu",K07657,228,259,10,65,0.331,118,"-> 14"
bsup:BSPT1_I1957,"Phosphate regulon transcriptional regu",K07657,228,259,10,65,0.331,118,"-> 14"
bsuv:BSPT2_I1943,"Phosphate regulon transcriptional regu",K07657,228,259,10,65,0.331,118,"-> 14"
bsv:BSVBI22_A2139,"phosphate regulon transcriptional reg",K07657,228,259,10,65,0.331,118,"-> 13"
bsw:IY71_10815,"chemotaxis protein CheY",K07657,228,259,16,65,0.331,118,"-> 13"
bsz:DK67_228,"phosphate regulon transcriptional regulato",K07657,228,259,10,65,0.331,118,"-> 14"
cre:CHLREDRAFT_126346,"chlamyopsin-5 sensory rhodopsin",,1441,259,37,65,0.317,120,"-> 7"
lci:LCK_00185,"response regulator",K07668,235,259,5,65,0.333,120,"-> 6"
lsa:LSA0077,"two-component system response regulator",K07668,237,259,31,65,0.358,123,"-> 6"
mabl:MMASJCM_1746,"putative two-component system respons",,220,259,11,65,0.379,116,"-> 14"
mak:LH56_14475,"chemotaxis protein CheY",,220,259,11,65,0.379,116,"-> 13"
may:LA62_08755,"chemotaxis protein CheY",,220,259,11,65,0.379,116,"-> 14"
maz:LA61_08650,"chemotaxis protein CheY",,220,259,11,65,0.379,116,"-> 14"
mev:Metev_1321,"response regulator receiver protein",,352,259,17,65,0.305,118,"-> 8"
mpd:MCP_2581,"putative response regulator",,128,259,87,65,0.342,120,"-> 4"
mts:MTES_3011,"response regulator consisting of a CheY-l",,218,259,1,65,0.367,120,"-> 23"
plm:Plim_1485,"response regulator receiver",K07657,235,259,20,65,0.331,118,"-> 29"
ppeo:ABE82_15205,"transcriptional regulator",K07775,238,259,10,65,0.374,123,"-> 50"
ppol:X809_16000,"PhoP family transcriptional regulator",K07775,238,259,10,65,0.374,123,"-> 48"
ppp:PHYPADRAFT_103492,"hypothetical protein",,717,259,42,65,0.325,120,"-> 45"
str:Sterm_1133,"two component transcriptional regulator,",,217,259,17,65,0.385,117,"-> 10"
sul:SYO3AOP1_0130,"two component transcriptional regulat",,224,259,3,65,0.364,118,"-> 10"
aka:TKWG_08100,"transcriptional regulatory protein OmpR",K07659,235,258,30,65,0.352,122,"-> 11"
bani:Bl12_0616,"two-component response regulator",,245,258,11,65,0.328,119,"-> 4"
banl:BLAC_03315,"response regulator",,245,258,10,65,0.328,119,"-> 4"
banm:EN10_03355,"alkaline phosphatase",,245,258,11,65,0.328,119,"-> 4"
bbb:BIF_00892,"Two-component response regulator",,250,258,11,65,0.328,119,"-> 4"
bbc:BLC1_0632,"two-component response regulator",,245,258,11,65,0.328,119,"-> 4"
bca:BCE_5615,"DNA-binding response regulator YycF",K07668,235,258,3,65,0.314,118,"-> 39"
bcef:BcrFT9_04398,"DNA-binding response regulator YycF",K07668,235,258,3,65,0.314,118,"-> 30"
bcer:BCK_07960,"DNA-binding response regulator",K07668,234,258,3,65,0.314,118,"-> 37"
bcq:BCQ_5312,"DNA-binding response regulator YycF",K07668,235,258,2,65,0.314,118,"-> 35"
bcy:Bcer98_4006,"two component transcriptional regulator",K07668,235,258,6,65,0.314,118,"-> 24"
bla:BLA_1186,"response regulator",K02483,245,258,11,65,0.328,119,"-> 4"
bls:W91_0685,"response regulator",,245,258,11,65,0.328,119,"-> 4"
bmr:BMI_I2164,"phosphate regulon transcriptional regulat",K07657,228,258,9,65,0.331,118,"-> 14"
bni:BANAN_03290,"response regulator",,245,258,19,65,0.328,119,"-> 5"
bnm:BALAC2494_00472,"Two-component response regulator",,250,258,11,65,0.328,119,"-> 4"
ccj:UL81_01275,"response regulator with CheY-like receiv",K07776,240,258,4,65,0.350,120,"-> 10"
cef:CE0769,"putative sensor kinase",K07670,226,258,5,65,0.322,118,"-> 6"
doi:FH5T_20815,"histidine kinase",,368,258,8,65,0.354,113,"-> 39"
gea:GARCT_02353,"Transcriptional regulatory protein SrrA",,224,258,4,65,0.390,118,"-> 17"
gel:IB49_03655,"transcriptional regulator",,224,258,4,65,0.390,118,"-> 14"
ggh:GHH_c24470,"SrrA-like two-component transcriptional",,224,258,1,65,0.390,118,"-> 16"
hym:N008_01475,"hypothetical protein",,225,258,11,65,0.370,119,"-> 31"
mbb:BCG_0648c,"two component DNA binding transcriptional",K02483,253,258,14,65,0.364,118,"-> 11"
mbk:K60_006390,"two component system transcriptional reg",,253,258,14,65,0.364,118,"-> 11"
mbm:BCGMEX_0618c,"putative two component DNA binding tra",,253,258,14,65,0.364,118,"-> 11"
mbo:Mb0618c,"two component DNA binding transcriptional r",K02483,253,258,14,65,0.364,118,"-> 11"
mbt:JTY_0617,"two component DNA binding transcriptional",K02483,253,258,14,65,0.364,118,"-> 11"
mbx:BCGT_0388,"Putative two component dna binding transc",,231,258,14,65,0.364,118,"-> 11"
mbz:LH58_03230,"transcriptional regulator",,253,258,14,65,0.364,118,"-> 11"
mgo:AFA91_29540,"transcriptional regulator",K07670,228,258,11,65,0.322,118,"-> 21"
mim:AKG07_07845,"XRE family transcriptional regulator",K07776,227,258,5,65,0.333,120,"-> 18"
mor:MOC_2766,"phosphate regulon transcriptional regulato",K07657,271,258,1,65,0.347,118,"-> 60"
msp:Mspyr1_38230,"PAS/PAC sensor hybrid histidine kinase",,1386,258,4,65,0.350,123,"-> 20"
pbo:PACID_08070,"Phosphate regulon transcriptional regul",K07776,224,258,14,65,0.342,120,"-> 15"
pta:HPL003_23580,"transcriptional regulatory protein res",K07775,238,258,8,65,0.374,123,"-> 50"
rba:RB9431,"two-component system response regulator",,239,258,16,65,0.388,121,"-> 37"
rha:RHA1_ro04741,"response regulator, two-component syst",K02483,235,258,13,65,0.345,119,"-> 24"
rop:ROP_48330,"two-component response regulator PhoP",K02483,240,258,13,65,0.345,119,"-> 23"
ssch:LH95_00130,"PhoP family transcriptional regulator",K07668,233,258,2,65,0.331,121,"-> 10"
tid:Thein_0396,"winged helix family two component transc",K07657,224,258,7,65,0.350,120,"-> 14"
tpr:Tpau_0654,"winged helix family two component transcr",K07776,229,258,1,65,0.380,121,"-> 17"
zpr:ZPR_0499,"two-component system response regulator",K07658,227,258,5,65,0.288,118,"-> 24"
aap:NT05HA_1797,CpxR,K07662,231,257,37,64,0.317,120,"-> 5"
asd:AS9A_2355,"putative two-component system response re",,228,257,2,64,0.342,120,"-> 18"
cdb:CDBH8_0655,"two-component system response regulator",K07670,225,257,5,64,0.331,118,"-> 9"
cde:CDHC02_0638,"two-component system response regulator",K07670,225,257,5,64,0.331,118,"-> 9"
cdh:CDB402_0607,"two-component system response regulator",K07670,225,257,5,64,0.331,118,"-> 7"
cdi:DIP0694,"two component system response regulator",K07670,232,257,5,64,0.331,118,"-> 8"
cdr:CDHC03_0619,"two-component system response regulator",K07670,225,257,5,64,0.331,118,"-> 7"
cds:CDC7B_0648,"two-component system response regulator",K07670,225,257,5,64,0.331,118,"-> 7"
cdv:CDVA01_0580,"two-component system response regulator",K07670,225,257,5,64,0.331,118,"-> 7"
cdw:CDPW8_0694,"two-component system response regulator",K07670,225,257,5,64,0.331,118,"-> 7"
cdz:CD31A_0697,"two-component system response regulator",K07670,225,257,5,64,0.331,118,"-> 8"
cmv:CMUST_04985,"Response regulator MprA",K07669,230,257,9,64,0.331,118,"-> 9"
crd:CRES_1723,"two-component system response regulator",K07670,224,257,9,64,0.305,118,"-> 5"
csx:CSING_01665,"response regulator with CheY-like recei",K07776,232,257,0,64,0.358,120,"-> 8"
eat:EAT1b_1322,"two component transcriptional regulator,",,225,257,2,64,0.367,120,"-> 18"
faa:HMPREF0389_00698,"response regulator receiver domain",,228,257,17,64,0.308,120,"-> 6"
lde:LDBND_0110,"Alkaline phosphatase synthesis transcrip",K07668,242,257,17,64,0.331,118,"-> 6"
maf:MAF_06090,"transcriptional regulator",K02483,253,257,13,64,0.356,118,"-> 10"
man:A11S_134,"DNA-binding response regulator ChvI",K14981,239,257,5,64,0.393,117,"-> 26"
mne:D174_08510,"XRE family transcriptional regulator",K07670,225,257,2,64,0.314,118,"-> 19"
mra:MRA_0609,"two component DNA binding transcriptional",K02483,253,257,13,64,0.356,118,"-> 11"
mtb:TBMG_00609,"two component system transcriptional reg",K02483,253,257,13,64,0.356,118,"-> 11"
mtc:MT0631,"DNA-binding response regulator TcrA",,247,257,13,64,0.356,118,"-> 11"
mtd:UDA_0602c,"hypothetical protein",K02483,253,257,13,64,0.356,118,"-> 11"
mte:CCDC5079_0564,"two component system transcriptional",,231,257,13,64,0.356,118,"-> 10"
mtf:TBFG_10613,"two component system DNA binding transcr",K02483,253,257,13,64,0.356,118,"-> 11"
mtg:MRGA327_03780,"transcriptional regulator",K02483,253,257,13,64,0.356,118,"-> 11"
mti:MRGA423_03755,"transcriptional regulator",,294,257,13,64,0.356,118,"-> 9"
mtj:J112_03225,"transcriptional regulatory protein tcrA",K02483,253,257,13,64,0.356,118,"-> 11"
mtk:TBSG_00613,"two component system transcriptional reg",K02483,253,257,13,64,0.356,118,"-> 11"
mtl:CCDC5180_0558,"two component system transcriptional",,231,257,13,64,0.356,118,"-> 11"
mtn:ERDMAN_0662,"two component DNA binding transcription",,234,257,13,64,0.356,118,"-> 11"
mto:MTCTRI2_0612,"two component DNA binding transcriptio",K02483,253,257,13,64,0.356,118,"-> 11"
mtq:HKBS1_0629,"two component system DNA binding transcr",K02483,253,257,13,64,0.356,118,"-> 11"
mtu:Rv0602c,"two component DNA binding transcriptional r",K02483,253,257,13,64,0.356,118,"-> 11"
mtub:MT7199_0616,"putative TWO COMPONENT DNA BINDING TRA",K02483,253,257,13,64,0.356,118,"-> 11"
mtue:J114_03215,"transcriptional regulatory protein tcrA",K02483,253,257,13,64,0.356,118,"-> 11"
mtul:TBHG_00597,"two-component system transcriptional re",K02483,253,257,13,64,0.356,118,"-> 11"
mtur:CFBS_0629,"two component system DNA binding transcr",K02483,253,257,13,64,0.356,118,"-> 11"
mtut:HKBT1_0629,"two component system DNA binding transc",K02483,253,257,13,64,0.356,118,"-> 11"
mtuu:HKBT2_0630,"two component system DNA binding transc",K02483,253,257,13,64,0.356,118,"-> 11"
mtv:RVBD_0602c,"two-component system transcriptional reg",K02483,253,257,13,64,0.356,118,"-> 11"
mtz:TBXG_000604,"two component system transcriptional re",K02483,253,257,13,64,0.356,118,"-> 11"
mva:Mvan_1931,"multi-sensor signal transduction histidin",,1385,257,3,64,0.365,115,"-> 21"
psl:Psta_2596,"winged helix family two component transcr",K07657,236,257,20,64,0.331,118,"-> 26"
rla:Rhola_00003700,"Response regulators consisting of a",K07776,228,257,2,64,0.333,120,"-> 4"
scg:SCI_1178,"putative response transcriptional regulato",K07668,233,257,24,64,0.317,120,"-> 7"
scon:SCRE_1119,"putative response transcriptional regula",K07668,233,257,24,64,0.317,120,"-> 7"
scos:SCR2_1119,"putative response transcriptional regula",K07668,233,257,24,64,0.317,120,"-> 7"
apr:Apre_0895,"winged helix family two component transcr",,232,256,23,64,0.322,118,"-> 7"
bacl:BS34A_31740,"alkaline phosphatase synthesis transcr",K07658,240,256,1,64,0.342,120,"-> 23"
bast:BAST_0946,"response regulator of two-component syst",,247,256,1,64,0.390,118,"-> 8"
bov:BOV_2058,"phosphate regulon transcriptional regulato",K07657,228,256,7,64,0.331,118,"-> 13"
bsh:BSU6051_29110,"two-component response regulator PhoP",K07658,240,256,1,64,0.342,120,"-> 24"
bsq:B657_29110,"two-component response regulator",K07658,240,256,1,64,0.342,120,"-> 23"
bsr:I33_2968,"alkaline phosphatase synthesis transcripti",K07658,240,256,9,64,0.342,120,"-> 25"
bsu:BSU29110,"alkaline phosphatase synthesis transcripti",K07658,240,256,1,64,0.342,120,"-> 24"
bsul:BSUA_03099,"two-component response regulator",K07658,240,256,1,64,0.342,120,"-> 23"
bsut:BSUB_03099,"two-component response regulator",K07658,240,256,1,64,0.342,120,"-> 23"
bvu:BVU_0973,"two-component system sensor histidine kina",,1378,256,12,64,0.322,118,"-> 34"
cbn:CbC4_1521,"two component transcriptional regulator,",K07658,224,256,5,64,0.325,114,"-> 22"
cda:CDHC04_0598,"two-component system response regulator",K07670,225,256,4,64,0.331,118,"-> 7"
cdp:CD241_0632,"two-component system response regulator",K07670,225,256,4,64,0.331,118,"-> 7"
cdt:CDHC01_0632,"two-component system response regulator",K07670,225,256,4,64,0.331,118,"-> 7"
gbr:Gbro_0997,"response regulator receiver",K07776,228,256,15,64,0.342,120,"-> 16"
kpl:KPaMU14_01705,"PhoR family transcriptional regulator",,236,256,3,64,0.347,118,"-> 12"
lst:LSS_16756,"transcriptional regulator",K07663,223,256,12,64,0.402,122,"-> 20"
rec:RHECIAT_CH0001706,"response regulator PleD",K02488,457,256,5,64,0.319,119,"-> 40"
rei:IE4771_CH01688,"response regulator PleD",K02488,457,256,4,64,0.319,119,"-> 41"
rel:REMIM1_CH01656,"response regulator PleD",K02488,457,256,5,64,0.319,119,"-> 47"
rep:IE4803_CH01635,"response regulator PleD",K02488,457,256,5,64,0.319,119,"-> 40"
ret:RHE_CH01633,"response regulator PleD",K02488,457,256,5,64,0.319,119,"-> 46"
saa:SAUSA300_1639,"alkaline phosphatase synthesis transc",K07658,234,256,4,64,0.325,120,"-> 9"
sac:SACOL1740,"alkaline phosphatase synthesis transcript",K07658,234,256,4,64,0.325,120,"-> 9"
sad:SAAV_1683,"alkaline phosphatase synthesis transcript",K07658,234,256,4,64,0.325,120,"-> 10"
sae:NWMN_1586,"alkaline phosphatase synthesis transcript",K07658,234,256,4,64,0.325,120,"-> 9"
sag:SAG1961,"phosphate regulon response regulator PhoB",K07658,225,256,14,64,0.376,117,"-> 13"
sagg:EN73_09370,"ArsR family transcriptional regulator",K07658,225,256,14,64,0.376,117,"-> 13"
sah:SaurJH1_1784,"alkaline phosphatase synthesis transcr",K07658,234,256,4,64,0.325,120,"-> 10"
saj:SaurJH9_1750,"two component transcriptional regulato",K07658,234,256,4,64,0.325,120,"-> 10"
sak:SAK_1922,"phosphate regulon transcriptinal regulator",K07658,225,256,14,64,0.376,117,"-> 14"
sam:MW1637,"alkaline phosphatase synthesis transcription",K07658,234,256,4,64,0.325,120,"-> 9"
san:gbs1948,"hypothetical protein",K07658,225,256,14,64,0.376,117,"-> 13"
sans:DK43_06730,"PhoP family transcriptional regulator",K07668,233,256,31,64,0.317,120,"-> 8"
sao:SAOUHSC_01800,"alkaline phosphatase synthesis transc",K07658,234,256,4,64,0.325,120,"-> 10"
sas:SAS1621,"alkaline phosphatase synthesis transcriptio",K07658,234,256,4,64,0.325,120,"-> 9"
sau:SA1516,"alkaline phosphatase synthesis transcription",K07658,234,256,4,64,0.325,120,"-> 10"
saud:CH52_10640,"PhoP family transcriptional regulator",K07658,234,256,4,64,0.325,120,"-> 9"
sauf:X998_1707,"alkaline phosphatase synthesis transcrip",K07658,234,256,4,64,0.325,120,"-> 10"
saui:AZ30_08570,"PhoP family transcriptional regulator",K07658,234,256,4,64,0.325,120,"-> 9"
sauj:SAI2T2_1012350,"Alkaline phosphatase synthesis tran",K07658,234,256,4,64,0.325,120,"-> 10"
sauk:SAI3T3_1012330,"Alkaline phosphatase synthesis tran",K07658,234,256,4,64,0.325,120,"-> 10"
saum:BN843_16930,"Alkaline phosphatase synthesis transcr",K07658,234,256,4,64,0.325,120,"-> 10"
saun:SAKOR_01633,"Alkaline phosphatase synthesis two-com",K07658,234,256,4,64,0.325,120,"-> 9"
sauq:SAI4T8_1012340,"Alkaline phosphatase synthesis tran",K07658,234,256,4,64,0.325,120,"-> 10"
saur:SABB_01819,"Alkaline phosphatase synthesis transcri",K07658,234,256,4,64,0.325,120,"-> 10"
saut:SAI1T1_2012330,"Alkaline phosphatase synthesis tran",K07658,234,256,4,64,0.325,120,"-> 10"
sauv:SAI7S6_1012350,"Alkaline phosphatase synthesis tran",K07658,234,256,4,64,0.325,120,"-> 10"
sauw:SAI5S5_1012300,"Alkaline phosphatase synthesis tran",K07658,234,256,4,64,0.325,120,"-> 10"
saux:SAI6T6_1012310,"Alkaline phosphatase synthesis tran",K07658,234,256,4,64,0.325,120,"-> 10"
sauy:SAI8T7_1012340,"Alkaline phosphatase synthesis tran",K07658,234,256,4,64,0.325,120,"-> 10"
