ID,geneName,ORF,Entrez,fullName,uniprot,GO,EC,KO,pfam,organism
A2VCW0,Nup62,,65274,Nuclear pore glycoprotein p62,A2VCW0,GO:0005642; GO:0005813; GO:0005737; GO:0090543; GO:0072686; GO:0031965; GO:0005643; GO:0044613; GO:0032991; GO:1990904; GO:0000922; GO:0030544; GO:0051879; GO:0019894; GO:0005543; GO:0051425; GO:0030159; GO:0042169; GO:0017056; GO:0046966; GO:0043130; GO:0007569; GO:0008219; GO:0007166; GO:0098534; GO:0000278; GO:0007100; GO:0007080; GO:0051028; GO:0043066; GO:0008285; GO:0042059; GO:0043407; GO:0043069; GO:0046580; GO:0046601; GO:0043123; GO:1903438; GO:0045840; GO:1904781; GO:0045893; GO:0070208; GO:0006606; GO:0060236; GO:0042306; GO:0007283; GO:0006351,,K14306,,Rattus norvegicus
P17955,Nup62,,65274,Nuclear pore glycoprotein p62,P17955,GO:0005642; GO:0005813; GO:0005737; GO:0090543; GO:0072686; GO:0031965; GO:0005643; GO:0044613; GO:0032991; GO:1990904; GO:0000922; GO:0030544; GO:0051879; GO:0019894; GO:0005543; GO:0051425; GO:0030159; GO:0042169; GO:0017056; GO:0046966; GO:0043130; GO:0007569; GO:0008219; GO:0007166; GO:0098534; GO:0000278; GO:0007100; GO:0007080; GO:0051028; GO:0043066; GO:0008285; GO:0042059; GO:0043407; GO:0043069; GO:0046580; GO:0046601; GO:0043123; GO:1903438; GO:0045840; GO:1904781; GO:0045893; GO:0070208; GO:0006606; GO:0060236; GO:0042306; GO:0007283; GO:0006351,,K14306,,Rattus norvegicus
G3V7Z8,Pabpn1,rCG_23417,116697,"Poly(A) binding protein, nuclear 1, isoform CRA_a",G3V7Z8,GO:0042405; GO:0005634; GO:1990904; GO:0003723; GO:0070063; GO:0071222; GO:0000165; GO:0016973; GO:1904247,,K14396,G3V7Z8:RRM(168|245),Rattus norvegicus
Q5XIB6,Apol9a,,503164,Apolipoprotein L 9a,Q5XIB6,GO:0005576; GO:0008289; GO:0006869; GO:0042157,,K14480,,Rattus norvegicus
D3ZVA5,Fbll1,rCG_32973,363563,Fibrillarin-like 1,D3ZVA5,GO:0031428; GO:0015030; GO:0001650; GO:0032040; GO:1990259; GO:0003723; GO:0008649; GO:0001835; GO:0000494; GO:1990258; GO:0031167,,K14563,,Rattus norvegicus
O88525,Nop58,,60373,Nucleolar protein 58,O88525,GO:0031428; GO:0015030; GO:0005829; GO:0001650; GO:0005634; GO:0070761; GO:0032040; GO:0051117; GO:0030515; GO:0001094; GO:0042254; GO:0048254,,K14565,Q9QZ86|O88525:Nop(282|400),Rattus norvegicus
Q9QZ86,Nop58,,60373,Nucleolar protein 58,Q9QZ86,GO:0031428; GO:0015030; GO:0005829; GO:0001650; GO:0005634; GO:0070761; GO:0032040; GO:0051117; GO:0030515; GO:0001094; GO:0042254; GO:0048254,,K14565,Q9QZ86|O88525:Nop(282|400),Rattus norvegicus
Q5RK30,Sbds,,288615,Ribosome maturation protein SBDS,Q5RK30,GO:0005829; GO:0005730; GO:0005654; GO:0000922; GO:0008017; GO:0043022; GO:0019843; GO:0048539; GO:0030282; GO:0008283; GO:0001833; GO:0030595; GO:0042256; GO:0007052; GO:0006364,,K14574,,Rattus norvegicus
Q566D2,Tigar,rCG_30218,502894,"RCG30218, isoform CRA_b",Q566D2,,,K14634,,Rattus norvegicus
Q63488,Slc20a2,,29502,Sodium-dependent phosphate transporter 2,Q63488,GO:0016021; GO:0005887; GO:0005315; GO:0015319; GO:0035435; GO:0016032,,K14640,,Rattus norvegicus
Q4V887,Slc39a6,,291733,Zinc transporter ZIP6,Q4V887,GO:0005783; GO:0005887; GO:0031258; GO:0005886; GO:0005385; GO:0006882; GO:0071578; GO:0071577,,K14712,,Rattus norvegicus
P12346,Tf,,24825,Serotransferrin,P12346,GO:0005604; GO:0051286; GO:0005615; GO:0008199; GO:0015091; GO:0006953; GO:0006915; GO:0006879; GO:0071320; GO:0071372; GO:0006826; GO:0031643; GO:0070447; GO:0001666; GO:0010288; GO:0014070,,K14736,P12346|Q63602|Q64628|Q64630|Q7TNX0:Transferrin-like 1(25|347)+Transferrin-like 2(360|683),Rattus norvegicus
Q63602,Tf,,24825,Serotransferrin,Q63602,GO:0005604; GO:0051286; GO:0005615; GO:0008199; GO:0015091; GO:0006953; GO:0006915; GO:0006879; GO:0071320; GO:0071372; GO:0006826; GO:0031643; GO:0070447; GO:0001666; GO:0010288; GO:0014070,,K14736,P12346|Q63602|Q64628|Q64630|Q7TNX0:Transferrin-like 1(25|347)+Transferrin-like 2(360|683),Rattus norvegicus
Q64628,Tf,,24825,Serotransferrin,Q64628,GO:0005604; GO:0051286; GO:0005615; GO:0008199; GO:0015091; GO:0006953; GO:0006915; GO:0006879; GO:0071320; GO:0071372; GO:0006826; GO:0031643; GO:0070447; GO:0001666; GO:0010288; GO:0014070,,K14736,P12346|Q63602|Q64628|Q64630|Q7TNX0:Transferrin-like 1(25|347)+Transferrin-like 2(360|683),Rattus norvegicus
Q64630,Tf,,24825,Serotransferrin,Q64630,GO:0005604; GO:0051286; GO:0005615; GO:0008199; GO:0015091; GO:0006953; GO:0006915; GO:0006879; GO:0071320; GO:0071372; GO:0006826; GO:0031643; GO:0070447; GO:0001666; GO:0010288; GO:0014070,,K14736,P12346|Q63602|Q64628|Q64630|Q7TNX0:Transferrin-like 1(25|347)+Transferrin-like 2(360|683),Rattus norvegicus
Q7TNX0,Tf,,24825,Serotransferrin,Q7TNX0,GO:0005604; GO:0051286; GO:0005615; GO:0008199; GO:0015091; GO:0006953; GO:0006915; GO:0006879; GO:0071320; GO:0071372; GO:0006826; GO:0031643; GO:0070447; GO:0001666; GO:0010288; GO:0014070,,K14736,P12346|Q63602|Q64628|Q64630|Q7TNX0:Transferrin-like 1(25|347)+Transferrin-like 2(360|683),Rattus norvegicus
P07171,Calb1,,83839,Calbindin,P07171,GO:0030424; GO:0044305; GO:0032437; GO:0005737; GO:0005829; GO:0030425; GO:0043197; GO:0098982; GO:0098978; GO:0098686; GO:0043005; GO:0043025; GO:0005634; GO:0098794; GO:0099524; GO:0099523; GO:0032420; GO:0045202; GO:0043195; GO:0005509; GO:0099567; GO:0099534; GO:0005499; GO:0008270; GO:0071310; GO:0090102; GO:0007611; GO:0007626; GO:0007616; GO:0072205; GO:0072286; GO:0072221; GO:0035502; GO:1900271; GO:0099509; GO:0048167; GO:0010842; GO:0007614; GO:0042359,,K14757,P07171:EF-hand 1(11|46)+EF-hand 2(53|88)+EF-hand 3(98|133)+EF-hand 4(142|177)+EF-hand 5(186|221),Rattus norvegicus
B0BNF5,Qk,,499022,Qk protein,B0BNF5,GO:0003723,,K14945,B0BNF5:KH(80|174),Rattus norvegicus
Q924N5,Acsbg1,,171410,Long-chain-fatty-acid--CoA ligase ACSBG1,Q924N5,GO:0005737; GO:0031410; GO:0005783; GO:0003996; GO:0005524; GO:0102391; GO:0004467; GO:0031957; GO:0042759; GO:0001676; GO:0001552; GO:0000038,6.2.1.3,K15013,,Rattus norvegicus
D3ZDP2,Mrpl58,,303673,Mitochondrial ribosomal protein L58,D3ZDP2,GO:0005762; GO:0004045; GO:0016150; GO:0070126,,K15033,D3ZDP2:RF_PROK_I(70|201),Rattus norvegicus
M0R6T4,Mms19,,171124,"MMS19 homolog, cytosolic iron-sulfur assembly component",M0R6T4,GO:0097361; GO:0071817; GO:0005654; GO:0019899; GO:0030331; GO:0003713; GO:0007059; GO:0006281; GO:0016226; GO:1905168; GO:0045893; GO:0097428,,K15075,M0R6T4:MMS19_N(51|312)+MMS19_C(545|963),Rattus norvegicus
Q505J6,Slc25a18,,681896,Mitochondrial glutamate carrier 2,Q505J6,GO:0016021; GO:0005743; GO:0015183; GO:0005313; GO:0015293; GO:0015810; GO:0015813; GO:0043490,,K15107,,Rattus norvegicus
Q9EPH7,Slc25a27,rCG_43627,85262,"Solute carrier family 25, member 27, isoform CRA_b",Q9EPH7,GO:0045177; GO:0016021; GO:0005739; GO:0043025; GO:0035356; GO:0048839; GO:0043066; GO:0051562; GO:0010917; GO:0070997; GO:0008284; GO:0046324; GO:0009409,,K15112,,Rattus norvegicus
D3ZAN4,Slc35b4,rCG_27935,296969,Solute carrier family 35 member B4,D3ZAN4,GO:0030176; GO:0030173; GO:0022857; GO:0005462; GO:0005464; GO:0006111,,K15278,,Rattus norvegicus
Q68FR9,Eef1d,,300033,Elongation factor 1-delta,Q68FR9,GO:0005829; GO:0005783; GO:0005853; GO:0001650; GO:0003677; GO:0005085; GO:0003746; GO:0071479; GO:0006414,,K15410,,Rattus norvegicus
G3V6J5,Cdk17,rCG_49073,314743,Cyclin-dependent kinase 17,G3V6J5,GO:0005524; GO:0004672,,K15595,G3V6J5:Protein kinase(192|473),Rattus norvegicus
Q66H74,Golph3l,,310669,Golgi phosphoprotein 3-like,Q66H74,GO:0005829; GO:0031985; GO:0032580; GO:0005802; GO:0070273; GO:0007030; GO:0043001; GO:0048194; GO:0050714; GO:0006890,,K15620,,Rattus norvegicus
D3ZVR7,Prxl2b,,362676,Prostamide/prostaglandin F synthase,D3ZVR7,GO:0005737; GO:0005829; GO:0005783; GO:0043209; GO:0016209; GO:0016616; GO:0047017; GO:0055114; GO:0001516,1.11.1.20,K15717,,Rattus norvegicus
F1LP74,Akap8l,rCG_29323,299569,A kinase (PRKA) anchor protein 8-like,F1LP74,GO:0000785; GO:0005737; GO:0016363; GO:0016607; GO:1990904; GO:0003677; GO:0042826; GO:0016301; GO:0005521; GO:0034237; GO:0044839; GO:0007076; GO:0006397; GO:0051081; GO:0031065; GO:0045944; GO:0033127; GO:0010793,,K15978,Q5U306|F1LP74:C2H2 AKAP95-type(392|414)+C2H2 AKAP95-type(485|508),Rattus norvegicus
Q5U306,Akap8l,rCG_29323,299569,A kinase (PRKA) anchor protein 8-like,Q5U306,GO:0000785; GO:0005737; GO:0016363; GO:0016607; GO:1990904; GO:0003677; GO:0042826; GO:0016301; GO:0005521; GO:0034237; GO:0044839; GO:0007076; GO:0006397; GO:0051081; GO:0031065; GO:0045944; GO:0033127; GO:0010793,,K15978,Q5U306|F1LP74:C2H2 AKAP95-type(392|414)+C2H2 AKAP95-type(485|508),Rattus norvegicus
D4A6U1,Adam11,rCG_32562,360638,"A disintegrin and metallopeptidase domain 11 (Predicted), isoform CRA_a",D4A6U1,GO:0016021; GO:0004222; GO:0007229,,K16067,D4A6U1:Peptidase M12B(204|403)+Disintegrin(409|496)+EGF-like(638|675),Rattus norvegicus
P35216,Ywhaq,,25577,14-3-3 protein theta,P35216,GO:0005737; GO:0032991; GO:0045202; GO:0071889; GO:0042802; GO:0044325; GO:0008022; GO:0019904; GO:0047485; GO:0034766; GO:0045892; GO:0006605; GO:0007264,,K16197,,Rattus norvegicus
P68255,Ywhaq,,25577,14-3-3 protein theta,P68255,GO:0005737; GO:0032991; GO:0045202; GO:0071889; GO:0042802; GO:0044325; GO:0008022; GO:0019904; GO:0047485; GO:0034766; GO:0045892; GO:0006605; GO:0007264,,K16197,,Rattus norvegicus
D4A1C0,Cnnm1,rCG_57443,309387,Cyclin M1 (Predicted),D4A1C0,GO:0016021; GO:0005886; GO:0022857,,K16302,D4A1C0:CNNM transmembrane(1|49)+CBS(68|130)+CBS(137|203),Rattus norvegicus
P34901,Sdc4,,24771,Syndecan-4,P34901,GO:0009986; GO:0043034; GO:0005576; GO:0005925; GO:0016021; GO:0045121; GO:0005886; GO:0001968; GO:0042802; GO:0005080; GO:0070053; GO:0007155; GO:0016477; GO:0007267; GO:0060122; GO:0042130; GO:0001843; GO:1903543; GO:1903553; GO:0051894; GO:0045860; GO:0051496; GO:0010762; GO:0001657; GO:0042060,,K16338,,Rattus norvegicus
D3ZBX9,Ccdc92,rCG_21703,100036765,Coiled-coil domain-containing 92,D3ZBX9,GO:0005814; GO:0005813; GO:0005654,,K16452,D3ZBX9:CCDC92(7|56),Rattus norvegicus
D4AD05,Crocc,,313663,"Ciliary rootlet coiled-coil, rootletin",D4AD05,GO:0035253; GO:0007098,,K16469,,Rattus norvegicus
G3V9G0,Pcdhb21,rCG_49426,307487,Protocadherin beta 21,G3V9G0,GO:0005887; GO:0005509; GO:0007155; GO:0007156,,K16494,G3V9G0:CA(153|238)+CA(262|343)+CA(367|448)+CA(472|558)+CA(588|669),Rattus norvegicus
F1LPQ9,Akap2,,298024,A-kinase anchor protein 2,F1LPQ9,,,K16519,F1LPQ9:AKAP2_C(717|862),Rattus norvegicus
D3ZMR7,Tubgcp3,rCG_43222,306599,Gamma-tubulin complex component,D3ZMR7,GO:0005813; GO:0000923; GO:0000930; GO:0008275; GO:0005874; GO:0000922; GO:0043015; GO:0031122; GO:0051321; GO:0051415; GO:0000278; GO:0051225,,K16570,D3ZMR7:GCP_N_terminal(246|547)+GCP_C_terminal(550|580),Rattus norvegicus
Q99JD4,Clasp2,,114514,CLIP-associating protein 2,Q99JD4,GO:0031252; GO:0000777; GO:0005881; GO:0005794; GO:0005874; GO:0005815; GO:0005886; GO:0032587; GO:0005819; GO:0005802; GO:0008017; GO:0051010; GO:0051301; GO:0010458; GO:0007030; GO:0034453; GO:0000226; GO:0007020; GO:0031023; GO:0007052; GO:0007026; GO:0032886,,K16578,,Rattus norvegicus
D4A463,Tpgs1,rCG_29268,691093,RCG29268,D4A463,GO:0005813; GO:0008017; GO:0070740; GO:0030534; GO:0007268; GO:0018095; GO:0007288; GO:0051648,,K16581,,Rattus norvegicus
W0UVG1,Rnase4,rCG_61258,56759,Ribonuclease A b1,W0UVG1,GO:0005576; GO:0004519; GO:0003676,,K16632,W0UVG1:RNAse_Pc(29|147),Rattus norvegicus
P20935,Ptn,,24924,Pleiotrophin,P20935,GO:0005604; GO:0009986; GO:0005737; GO:0005783; GO:0005576; GO:0005615; GO:0016020; GO:0031594; GO:0048471; GO:0005886; GO:0098794; GO:0098793; GO:0032991; GO:0035374; GO:0035373; GO:0005539; GO:0008083; GO:1904399; GO:0008201; GO:0005178; GO:0019901; GO:0004864; GO:0043394; GO:0045545; GO:0038085; GO:0030282; GO:0007420; GO:0071456; GO:0071407; GO:0036120; GO:0034644; GO:0071305; GO:0021549; GO:0046697; GO:0140059; GO:0031104; GO:0045446; GO:0044849; GO:0007507; GO:0030902; GO:0007229; GO:0007612; GO:0002232; GO:0001889; GO:0060291; GO:0030324; GO:0007613; GO:0016525; GO:0030336; GO:0050680; GO:0060253; GO:1900272; GO:0045837; GO:0072201; GO:0007406; GO:1904397; GO:0048477; GO:0043932; GO:0043065; GO:0048680; GO:0030501; GO:0051781; GO:0010811; GO:1900006; GO:2000347; GO:0002690; GO:0010976; GO:0048714; GO:0045778; GO:1904395; GO:2000738; GO:0043113; GO:0008360; GO:0010594; GO:1903706; GO:0031641; GO:2000036; GO:0048167; GO:0014823; GO:0010996; GO:1904391; GO:0042493; GO:0032355; GO:1904373; GO:1990089; GO:0032570; GO:0060041; GO:0060221; GO:1904389; GO:0021510; GO:0021794; GO:0042246,,K16642,,Rattus norvegicus
P63090,Ptn,,24924,Pleiotrophin,P63090,GO:0005604; GO:0009986; GO:0005737; GO:0005783; GO:0005576; GO:0005615; GO:0016020; GO:0031594; GO:0048471; GO:0005886; GO:0098794; GO:0098793; GO:0032991; GO:0035374; GO:0035373; GO:0005539; GO:0008083; GO:1904399; GO:0008201; GO:0005178; GO:0019901; GO:0004864; GO:0043394; GO:0045545; GO:0038085; GO:0030282; GO:0007420; GO:0071456; GO:0071407; GO:0036120; GO:0034644; GO:0071305; GO:0021549; GO:0046697; GO:0140059; GO:0031104; GO:0045446; GO:0044849; GO:0007507; GO:0030902; GO:0007229; GO:0007612; GO:0002232; GO:0001889; GO:0060291; GO:0030324; GO:0007613; GO:0016525; GO:0030336; GO:0050680; GO:0060253; GO:1900272; GO:0045837; GO:0072201; GO:0007406; GO:1904397; GO:0048477; GO:0043932; GO:0043065; GO:0048680; GO:0030501; GO:0051781; GO:0010811; GO:1900006; GO:2000347; GO:0002690; GO:0010976; GO:0048714; GO:0045778; GO:1904395; GO:2000738; GO:0043113; GO:0008360; GO:0010594; GO:1903706; GO:0031641; GO:2000036; GO:0048167; GO:0014823; GO:0010996; GO:1904391; GO:0042493; GO:0032355; GO:1904373; GO:1990089; GO:0032570; GO:0060041; GO:0060221; GO:1904389; GO:0021510; GO:0021794; GO:0042246,,K16642,,Rattus norvegicus
Q6AXS3,Dek,,306817,Protein DEK,Q6AXS3,GO:0043292; GO:0005634; GO:0003677; GO:0042393; GO:0006325; GO:2000779; GO:2001032,,K17046,Q6AXS3:SAP(149|183),Rattus norvegicus
D4ABR6,Anxa6,rCG_33456,79125,Annexin,D4ABR6,GO:0031902; GO:0005765; GO:0005739; GO:0048471; GO:0005509; GO:0005544; GO:0048306; GO:0015485; GO:0005525; GO:0015276; GO:0042803; GO:0097190; GO:0006816; GO:0051560; GO:0051260; GO:0006937,,K17094,,Rattus norvegicus
Q6IMZ3,Anxa6,rCG_33456,79125,Annexin,Q6IMZ3,GO:0031902; GO:0005765; GO:0005739; GO:0048471; GO:0005509; GO:0005544; GO:0048306; GO:0015485; GO:0005525; GO:0015276; GO:0042803; GO:0097190; GO:0006816; GO:0051560; GO:0051260; GO:0006937,,K17094,,Rattus norvegicus
B5DFJ1,Nkiras1,rCG_42229,305751,"NFKB inhibitor interacting Ras-like protein 1 (Predicted), isoform CRA_a",B5DFJ1,GO:0005525; GO:0003924; GO:0007249,,K17197,,Rattus norvegicus
F1LQ09,Atl2,,298757,Atlastin GTPase 2,F1LQ09,GO:0098826; GO:0016021; GO:0005525; GO:0003924; GO:0042802; GO:0007029; GO:1990809; GO:0007030; GO:0051260,,K17339,F1LQ09:GB1/RHD3-type G(91|336),Rattus norvegicus
Q9JJW1,Tspan2,,64521,Tetraspanin-2,Q9JJW1,GO:0005887; GO:0043209; GO:0014002; GO:0061564; GO:0007420; GO:0006954; GO:0014005; GO:0042552; GO:0048709,,K17354,,Rattus norvegicus
Q9EPJ3,Mrps26,,362216,"28S ribosomal protein S26, mitochondrial",Q9EPJ3,GO:0005763; GO:0005739; GO:0005654,,K17405,,Rattus norvegicus
D4A9Z6,Mrps35,rCG_30156,297727,Mitochondrial ribosomal protein S35,D4A9Z6,GO:0005763; GO:0003735; GO:0032543,,K17413,D4A9Z6:MRP-S28(150|251),Rattus norvegicus
D4A104,Mrpl45,rCG_32939,287656,Mitochondrial ribosomal protein L45,D4A104,GO:0005739; GO:0005840,,K17426,D4A104:Tim44(118|266),Rattus norvegicus
B2RYW4,Mrpl53,rCG_56419,103692169; 362388,Mitochondrial ribosomal protein L53,B2RYW4,GO:0005840,,K17434,,Rattus norvegicus
A0A0G2K4R1,Ppp1r12c,,499076,Protein phosphatase 1 regulatory subunit,A0A0G2K4R1,GO:0005737; GO:0004857; GO:0019208; GO:0019901; GO:0007165,,K17457,A0A0G2K4R1:ANK_REP_REGION(104|304),Rattus norvegicus
Q80Z30,Ppm1e,,360593,Protein phosphatase 1E,Q80Z30,GO:0005737; GO:0005739; GO:0005730; GO:0005654; GO:0005634; GO:0032991; GO:0004724; GO:0046872; GO:0004722; GO:0035690; GO:0006469; GO:0035970; GO:0051496,3.1.3.16,K17501,Q80Z30:PPM-type phosphatase(224|485),Rattus norvegicus
D4A520,Pptc7,rCG_21552,304488,Protein phosphatase,D4A520,GO:0005739; GO:0003824,3.1.3.16,K17508,D4A520:PPM-type phosphatase(36|302),Rattus norvegicus
D4A1Y0,Scyl2,,314717,SCY1-like pseudokinase 2,D4A1Y0,GO:0005524; GO:0004672,,K17541,D4A1Y0:Protein kinase(32|327),Rattus norvegicus
Q5HZV9,Ppp1r7,,301618,Protein phosphatase 1 regulatory subunit 7,Q5HZV9,GO:0005634,,K17550,Q5HZV9:LRRCT(331|360),Rattus norvegicus
D4A1D3,Sacs,,305940,Sacsin molecular chaperone,D4A1D3,GO:0005739; GO:0005634; GO:0051087; GO:0030544; GO:0070628; GO:0090084,,K17592,D4A1D3:J(4317|4404)+HEPN(4462|4578),Rattus norvegicus
B5DFN3,Uqcc2,,361805,Ubiquinol-cytochrome-c reductase complex assembly factor 2,B5DFN3,GO:0005743; GO:0005758; GO:0005759; GO:0042645; GO:0005739; GO:0034551; GO:1903364; GO:0070131; GO:0050796; GO:0002082; GO:2001014,,K17682,,Rattus norvegicus
D3ZZV1,Pam16,rCG_49810,679907,Presequence translocase-associated motor 16,D3ZZV1,GO:0031314; GO:0001405; GO:0005744; GO:1902511; GO:0043066; GO:0032780; GO:0090201; GO:0001503; GO:0030150,,K17805,,Rattus norvegicus
B2RZ80,Fis1,,288584,Mitochondrial fission 1 protein,B2RZ80,GO:0005783; GO:0031307; GO:0005779; GO:0005741; GO:0005739; GO:0005778; GO:0005777; GO:0032991; GO:0044877; GO:0005102; GO:0006915; GO:0000422; GO:0035584; GO:0071333; GO:0071396; GO:1901653; GO:1904579; GO:0097237; GO:0000266; GO:0043653; GO:0008053; GO:0070584; GO:0032471; GO:0016559; GO:0043280; GO:0007204; GO:2001244; GO:0051561; GO:0090141; GO:0043525; GO:0090314; GO:0051260; GO:0006626; GO:0001836; GO:1905395; GO:1902617; GO:1990910; GO:0014850; GO:0031667,,K17969,,Rattus norvegicus
D4A5K3,Fis1,,288584,Mitochondrial fission 1 protein,D4A5K3,GO:0005783; GO:0031307; GO:0005779; GO:0005741; GO:0005739; GO:0005778; GO:0005777; GO:0032991; GO:0044877; GO:0005102; GO:0006915; GO:0000422; GO:0035584; GO:0071333; GO:0071396; GO:1901653; GO:1904579; GO:0097237; GO:0000266; GO:0043653; GO:0008053; GO:0070584; GO:0032471; GO:0016559; GO:0043280; GO:0007204; GO:2001244; GO:0051561; GO:0090141; GO:0043525; GO:0090314; GO:0051260; GO:0006626; GO:0001836; GO:1905395; GO:1902617; GO:1990910; GO:0014850; GO:0031667,,K17969,,Rattus norvegicus
P84817,Fis1,,288584,Mitochondrial fission 1 protein,P84817,GO:0005783; GO:0031307; GO:0005779; GO:0005741; GO:0005739; GO:0005778; GO:0005777; GO:0032991; GO:0044877; GO:0005102; GO:0006915; GO:0000422; GO:0035584; GO:0071333; GO:0071396; GO:1901653; GO:1904579; GO:0097237; GO:0000266; GO:0043653; GO:0008053; GO:0070584; GO:0032471; GO:0016559; GO:0043280; GO:0007204; GO:2001244; GO:0051561; GO:0090141; GO:0043525; GO:0090314; GO:0051260; GO:0006626; GO:0001836; GO:1905395; GO:1902617; GO:1990910; GO:0014850; GO:0031667,,K17969,,Rattus norvegicus
D4A4Z9,Ktn1,,361029,Kinectin 1,D4A4Z9,GO:0005783; GO:0016021; GO:0019894; GO:0007018,,K17975,,Rattus norvegicus
F1LN42,Tns1,,301509,Tensin 1,F1LN42,GO:0005925; GO:0046872; GO:0007044; GO:0010761; GO:0035556,,K18080,F1LN42:Phorbol-ester/DAG-type(61|108)+Phosphatase tensin-type(177|349)+C2 tensin-type(354|480)+SH2(1637|1746),Rattus norvegicus
D3ZA31,Mtmr2,rCG_31819,315422,"Myotubularin related protein 2 (Predicted), isoform CRA_b",D3ZA31,GO:0030424; GO:0005829; GO:0030425; GO:0043197; GO:0005634; GO:0014069; GO:0097060; GO:0008021; GO:0005774; GO:0052629; GO:0004438; GO:0042803; GO:0004725; GO:0097062; GO:0046855; GO:0032288; GO:0045806; GO:0090394; GO:0031642; GO:2000645; GO:0002091; GO:0048666; GO:0046856; GO:2000643; GO:0060304,,K18081,D3ZA31:Myotubularin phosphatase(205|580)+TYR_PHOSPHATASE_2(386|433),Rattus norvegicus
Q5FVM6,Mtmr12,,310155,Myotubularin-related protein 12,Q5FVM6,GO:0030017; GO:0016529; GO:0019208; GO:1901998,,K18085,Q5FVM6:Myotubularin phosphatase(206|644),Rattus norvegicus
Q5HZA9,Tmem126a,,293113,Transmembrane protein 126A,Q5HZA9,GO:0016021; GO:0005743; GO:0005739; GO:0021554,,K18157,,Rattus norvegicus
Q5XI79,Ndufaf7,,298748,"Protein arginine methyltransferase NDUFAF7, mitochondrial",Q5XI79,GO:0005739; GO:0019899; GO:0035243; GO:0032981; GO:0019918,2.1.1.320,K18164,,Rattus norvegicus
D4AC65,Coa7,rCG_50377,298377,Cytochrome c oxidase assembly factor 7,D4AC65,GO:0005739; GO:0005634,,K18180,,Rattus norvegicus
P27139,Ca2,,54231,Carbonic anhydrase 2,P27139,GO:0045177; GO:0030424; GO:0016323; GO:0005737; GO:0005829; GO:0005615; GO:0005902; GO:0043209; GO:0005886; GO:0004064; GO:0004089; GO:0008270; GO:0038166; GO:0015670; GO:0071498; GO:0001822; GO:0002009; GO:0042475; GO:0030316; GO:0045780; GO:0032849; GO:2001150; GO:0045672; GO:0032230; GO:0044070; GO:0045124; GO:0030641; GO:2001225; GO:0051453; GO:0043627; GO:0010033; GO:0009268; GO:0048545; GO:0010043; GO:0046903,4.2.1.1,K18245,P27139:Alpha-carbonic anhydrase(3|259),Rattus norvegicus
Q6JE36,Ndrg1,,299923,Protein NDRG1,Q6JE36,GO:0005913; GO:0005813; GO:0005737; GO:0005829; GO:0098978; GO:0005874; GO:0005634; GO:0048471; GO:0005886; GO:0055038; GO:0045296; GO:0043015; GO:0008017; GO:0017137; GO:0071456; GO:0030330; GO:0045576; GO:0008285; GO:0032287; GO:0099173; GO:0007165,,K18266,,Rattus norvegicus
A0A0G2K7X6,Ddx19b,,690693,DEAD-box helicase 19B,A0A0G2K7X6,GO:0005524; GO:0003676,,K18655,A0A0G2K7X6:Q_MOTIF(92|120)+Helicase ATP-binding(125|295)+Helicase C-terminal(306|474),Rattus norvegicus
D3ZUX7,Acsf3,rCG_51205,498962,Acyl-CoA synthetase family member 3,D3ZUX7,GO:0005739; GO:0090409; GO:0031957; GO:0006633; GO:0090410,,K18660,D3ZUX7:AMP-binding(52|476)+AMP-binding_C(486|561),Rattus norvegicus
Q32PX9,Afg1l,,502479,AFG1-like ATPase,Q32PX9,GO:0005737; GO:0031966; GO:0005739; GO:0005524; GO:0016887,3.6.-.-,K18798,,Rattus norvegicus
G3V982,Elmo2,rCG_32210,362271,"Engulfment and cell motility 2, ced-12 homolog (C. elegans), isoform CRA_b",G3V982,GO:0005829; GO:0016020; GO:0030971; GO:0060326; GO:0098609; GO:0007010,,K18985,G3V982:ELMO(323|497),Rattus norvegicus
B4F7C8,Agpat5,,306582,1-acylglycerol-3-phosphate O-acyltransferase 5,B4F7C8,GO:0016021; GO:0005739; GO:0003841; GO:0016746; GO:0006639; GO:0002244; GO:0006644,,K19007,G3V965|B4F7C8:PlsC(87|206),Rattus norvegicus
G3V965,Agpat5,,306582,1-acylglycerol-3-phosphate O-acyltransferase 5,G3V965,GO:0016021; GO:0005739; GO:0003841; GO:0016746; GO:0006639; GO:0002244; GO:0006644,,K19007,G3V965|B4F7C8:PlsC(87|206),Rattus norvegicus
D3ZUD3,Wipf2,,360620,"WAS/WASL-interacting protein family, member 2",D3ZUD3,GO:0030479; GO:0005884; GO:0005654; GO:0005886; GO:0051015; GO:0000147; GO:0051666; GO:0030048; GO:0006897,,K19475,D3ZUD3:WH2(36|53),Rattus norvegicus
F1LN46,Cpt1c,,308579,"Carnitine O-palmitoyltransferase 1, brain isoform",F1LN46,GO:0032281; GO:0030424; GO:0030054; GO:0030425; GO:0005789; GO:0098978; GO:0030176; GO:0005741; GO:0005739; GO:0098794; GO:0004095; GO:0009437; GO:0006635; GO:0015909; GO:0099072,2.3.1.21,K19524,,Rattus norvegicus
D3ZWH2,Jph3,rCG_51611,307916,Junctophilin,D3ZWH2,GO:0005783; GO:0005789; GO:0016021; GO:0030314; GO:0005886; GO:0015278; GO:0035640; GO:0007612; GO:0040011; GO:0007613; GO:0050885; GO:0048168; GO:0060314; GO:0048167,,K19530,,Rattus norvegicus
