A,catalog,counts
Metabolism,K00220  tyrC; cyclohexadieny/prephenate dehydrogenase [EC:1.3.1.43 1.3.1.12],1
Metabolism,K00812  aspB; aspartate aminotransferase [EC:2.6.1.1],2
Metabolism,K00817  hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9],1
Metabolism,K00832  tyrB; aromatic-amino-acid transaminase [EC:2.6.1.57],1
Metabolism,"K05549  benA-xylX; benzoate/toluate 1,2-dioxygenase subunit alpha [EC:1.14.12.10 1.14.12.-]",1
Metabolism,"K05550  benB-xylY; benzoate/toluate 1,2-dioxygenase subunit beta [EC:1.14.12.10 1.14.12.-]",1
Metabolism,"K05784  benC-xylZ; benzoate/toluate 1,2-dioxygenase reductase component [EC:1.18.1.-]",1
Metabolism,K05783  benD-xylL; dihydroxycyclohexadiene carboxylate dehydrogenase [EC:1.3.1.25 1.3.1.-],1
Metabolism,"K03381  catA; catechol 1,2-dioxygenase [EC:1.13.11.1]",1
Metabolism,K01856  catB; muconate cycloisomerase [EC:5.5.1.1],1
Metabolism,K03464  catC; muconolactone D-isomerase [EC:5.3.3.4],1
Metabolism,K01055  pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24],2
Metabolism,"K01031  pcaI; 3-oxoadipate CoA-transferase, alpha subunit [EC:2.8.3.6]",1
Metabolism,"K01032  pcaJ; 3-oxoadipate CoA-transferase, beta subunit [EC:2.8.3.6]",1
Metabolism,"K00632  fadA, fadI; acetyl-CoA acyltransferase [EC:2.3.1.16]",1
Metabolism,"K00448  pcaG; protocatechuate 3,4-dioxygenase, alpha subunit [EC:1.13.11.3]",1
Metabolism,"K00449  pcaH; protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]",1
Metabolism,"K01857  pcaB; 3-carboxy-cis,cis-muconate cycloisomerase [EC:5.5.1.2]",1
Metabolism,K01607  pcaC; 4-carboxymuconolactone decarboxylase [EC:4.1.1.44],2
Metabolism,K00481  pobA; p-hydroxybenzoate 3-monooxygenase [EC:1.14.13.2],2
Metabolism,K01782  fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3],2
Metabolism,K01825  fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8],1
Metabolism,"K00252  GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]",1
Metabolism,"K01692  paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]",1
Metabolism,"K00074  paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]",1
Metabolism,"K00626  E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]",1
Metabolism,"K01426  E3.5.1.4, amiE; amidase [EC:3.5.1.4]",1
Metabolism,"K05599  antA; anthranilate 1,2-dioxygenase (deaminating, decarboxylating) large subunit [EC:1.14.12.1]",1
Metabolism,"K05600  antB; anthranilate 1,2-dioxygenase (deaminating, decarboxylating) small subunit [EC:1.14.12.1]",1
Metabolism,"K11311  antC; anthranilate 1,2-dioxygenase reductase component [EC:1.18.1.-]",1
Metabolism,K03862  vanA; vanillate monooxygenase [EC:1.14.13.82],1
Metabolism,K03863  vanB; vanillate monooxygenase ferredoxin subunit,1
Metabolism,"K01692  paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]",1
Metabolism,K01113  phoD; alkaline phosphatase D [EC:3.1.3.1],2
Metabolism,"K05549  benA-xylX; benzoate/toluate 1,2-dioxygenase subunit alpha [EC:1.14.12.10 1.14.12.-]",1
Metabolism,"K05550  benB-xylY; benzoate/toluate 1,2-dioxygenase subunit beta [EC:1.14.12.10 1.14.12.-]",1
Metabolism,"K05784  benC-xylZ; benzoate/toluate 1,2-dioxygenase reductase component [EC:1.18.1.-]",1
Metabolism,K05783  benD-xylL; dihydroxycyclohexadiene carboxylate dehydrogenase [EC:1.3.1.25 1.3.1.-],1
Metabolism,"K03381  catA; catechol 1,2-dioxygenase [EC:1.13.11.1]",1
Metabolism,K01061  E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45],1
Metabolism,K01856  catB; muconate cycloisomerase [EC:5.5.1.1],1
Metabolism,K13954  yiaY; alcohol dehydrogenase [EC:1.1.1.1],1
Metabolism,"K00121  frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]",2
Metabolism,K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],1
Metabolism,"K03381  catA; catechol 1,2-dioxygenase [EC:1.13.11.1]",1
Metabolism,K01061  E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45],1
Metabolism,K01856  catB; muconate cycloisomerase [EC:5.5.1.1],1
Metabolism,"K03381  catA; catechol 1,2-dioxygenase [EC:1.13.11.1]",1
Metabolism,K01856  catB; muconate cycloisomerase [EC:5.5.1.1],1
Metabolism,K01061  E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45],1
Metabolism,"K05549  benA-xylX; benzoate/toluate 1,2-dioxygenase subunit alpha [EC:1.14.12.10 1.14.12.-]",1
Metabolism,"K05550  benB-xylY; benzoate/toluate 1,2-dioxygenase subunit beta [EC:1.14.12.10 1.14.12.-]",1
Metabolism,"K05784  benC-xylZ; benzoate/toluate 1,2-dioxygenase reductase component [EC:1.18.1.-]",1
Metabolism,K05783  benD-xylL; dihydroxycyclohexadiene carboxylate dehydrogenase [EC:1.3.1.25 1.3.1.-],1
Metabolism,"K10679  nfnB, nfsB; nitroreductase / dihydropteridine reductase [EC:1.-.-.- 1.5.1.34]",1
Metabolism,K10680  nemA; N-ethylmaleimide reductase [EC:1.-.-.-],1
Metabolism,"K00632  fadA, fadI; acetyl-CoA acyltransferase [EC:2.3.1.16]",1
Metabolism,K00146  feaB; phenylacetaldehyde dehydrogenase [EC:1.2.1.39],1
Metabolism,"K01800  maiA, GSTZ1; maleylacetoacetate isomerase [EC:5.2.1.2]",1
Metabolism,"K01555  FAH, fahA; fumarylacetoacetase [EC:3.7.1.2]",1
Metabolism,"K01426  E3.5.1.4, amiE; amidase [EC:3.5.1.4]",1
Metabolism,K01428  ureC; urease subunit alpha [EC:3.5.1.5],1
Metabolism,K01429  ureB; urease subunit beta [EC:3.5.1.5],1
Metabolism,K01430  ureA; urease subunit gamma [EC:3.5.1.5],1
Metabolism,K00496  alkB1_2; alkane 1-monooxygenase [EC:1.14.15.3],1
Metabolism,"K01692  paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]",1
Metabolism,K01825  fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8],1
Metabolism,K01782  fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3],2
Metabolism,K13954  yiaY; alcohol dehydrogenase [EC:1.1.1.1],1
Metabolism,"K00121  frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]",2
Metabolism,"K00448  pcaG; protocatechuate 3,4-dioxygenase, alpha subunit [EC:1.13.11.3]",1
Metabolism,"K00449  pcaH; protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]",1
Metabolism,"K00121  frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]",2
Metabolism,"K00121  frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]",2
Metabolism,"K00760  hprT, hpt, HPRT1; hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]",2
Metabolism,"K00088  IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]",2
Metabolism,"K01951  guaA, GMPS; GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]",1
Genetic Information Processing,K03040  rpoA; DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6],2
Genetic Information Processing,K03043  rpoB; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6],2
Genetic Information Processing,K03046  rpoC; DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6],2
Genetic Information Processing,K03060  rpoZ; DNA-directed RNA polymerase subunit omega [EC:2.7.7.6],2
Genetic Information Processing,"K06063  SNW1, SKIIP, SKIP; SNW domain-containing protein 1",1
Genetic Information Processing,"K02945  RP-S1, rpsA; small subunit ribosomal protein S1",2
Genetic Information Processing,"K02967  RP-S2, MRPS2, rpsB; small subunit ribosomal protein S2",2
Genetic Information Processing,"K02982  RP-S3, rpsC; small subunit ribosomal protein S3",2
Genetic Information Processing,"K02986  RP-S4, rpsD; small subunit ribosomal protein S4",2
Genetic Information Processing,"K02988  RP-S5, MRPS5, rpsE; small subunit ribosomal protein S5",2
Genetic Information Processing,"K02990  RP-S6, MRPS6, rpsF; small subunit ribosomal protein S6",2
Genetic Information Processing,"K02992  RP-S7, MRPS7, rpsG; small subunit ribosomal protein S7",2
Genetic Information Processing,"K02994  RP-S8, rpsH; small subunit ribosomal protein S8",3
Genetic Information Processing,"K02996  RP-S9, MRPS9, rpsI; small subunit ribosomal protein S9",2
Genetic Information Processing,"K02946  RP-S10, MRPS10, rpsJ; small subunit ribosomal protein S10",1
Genetic Information Processing,"K02948  RP-S11, MRPS11, rpsK; small subunit ribosomal protein S11",2
Genetic Information Processing,"K02950  RP-S12, MRPS12, rpsL; small subunit ribosomal protein S12",2
Genetic Information Processing,"K02952  RP-S13, rpsM; small subunit ribosomal protein S13",2
Genetic Information Processing,"K02954  RP-S14, MRPS14, rpsN; small subunit ribosomal protein S14",2
Genetic Information Processing,"K02956  RP-S15, MRPS15, rpsO; small subunit ribosomal protein S15",2
Genetic Information Processing,"K02959  RP-S16, MRPS16, rpsP; small subunit ribosomal protein S16",2
Genetic Information Processing,"K02961  RP-S17, MRPS17, rpsQ; small subunit ribosomal protein S17",1
Genetic Information Processing,"K02963  RP-S18, MRPS18, rpsR; small subunit ribosomal protein S18",2
Genetic Information Processing,"K02965  RP-S19, rpsS; small subunit ribosomal protein S19",2
Genetic Information Processing,"K02968  RP-S20, rpsT; small subunit ribosomal protein S20",2
Genetic Information Processing,"K02970  RP-S21, MRPS21, rpsU; small subunit ribosomal protein S21",2
Genetic Information Processing,"K02984  RP-S3Ae, RPS3A; small subunit ribosomal protein S3Ae",1
Genetic Information Processing,"K02995  RP-S8e, RPS8; small subunit ribosomal protein S8e",1
Genetic Information Processing,"K02964  RP-S18e, RPS18; small subunit ribosomal protein S18e",1
Genetic Information Processing,"K02977  RP-S27Ae, RPS27A; small subunit ribosomal protein S27Ae",1
Genetic Information Processing,"K02863  RP-L1, MRPL1, rplA; large subunit ribosomal protein L1",2
Genetic Information Processing,"K02886  RP-L2, MRPL2, rplB; large subunit ribosomal protein L2",2
Genetic Information Processing,"K02906  RP-L3, MRPL3, rplC; large subunit ribosomal protein L3",2
Genetic Information Processing,"K02926  RP-L4, MRPL4, rplD; large subunit ribosomal protein L4",2
Genetic Information Processing,"K02931  RP-L5, MRPL5, rplE; large subunit ribosomal protein L5",2
Genetic Information Processing,"K02933  RP-L6, MRPL6, rplF; large subunit ribosomal protein L6",3
Genetic Information Processing,"K02935  RP-L7, MRPL12, rplL; large subunit ribosomal protein L7/L12",2
Genetic Information Processing,"K02939  RP-L9, MRPL9, rplI; large subunit ribosomal protein L9",2
Genetic Information Processing,"K02864  RP-L10, MRPL10, rplJ; large subunit ribosomal protein L10",2
Genetic Information Processing,"K02867  RP-L11, MRPL11, rplK; large subunit ribosomal protein L11",2
Genetic Information Processing,"K02871  RP-L13, MRPL13, rplM; large subunit ribosomal protein L13",2
Genetic Information Processing,"K02874  RP-L14, MRPL14, rplN; large subunit ribosomal protein L14",2
Genetic Information Processing,"K02876  RP-L15, MRPL15, rplO; large subunit ribosomal protein L15",2
Genetic Information Processing,"K02878  RP-L16, MRPL16, rplP; large subunit ribosomal protein L16",2
Genetic Information Processing,"K02879  RP-L17, MRPL17, rplQ; large subunit ribosomal protein L17",2
Genetic Information Processing,"K02881  RP-L18, MRPL18, rplR; large subunit ribosomal protein L18",2
Genetic Information Processing,"K02884  RP-L19, MRPL19, rplS; large subunit ribosomal protein L19",2
Genetic Information Processing,"K02887  RP-L20, MRPL20, rplT; large subunit ribosomal protein L20",2
Genetic Information Processing,"K02888  RP-L21, MRPL21, rplU; large subunit ribosomal protein L21",2
Genetic Information Processing,"K02890  RP-L22, MRPL22, rplV; large subunit ribosomal protein L22",2
Genetic Information Processing,"K02892  RP-L23, MRPL23, rplW; large subunit ribosomal protein L23",2
Genetic Information Processing,"K02895  RP-L24, MRPL24, rplX; large subunit ribosomal protein L24",2
Genetic Information Processing,"K02897  RP-L25, rplY; large subunit ribosomal protein L25",2
Genetic Information Processing,"K02899  RP-L27, MRPL27, rpmA; large subunit ribosomal protein L27",2
Genetic Information Processing,"K02902  RP-L28, MRPL28, rpmB; large subunit ribosomal protein L28",1
Genetic Information Processing,"K02904  RP-L29, rpmC; large subunit ribosomal protein L29",2
Genetic Information Processing,"K02907  RP-L30, MRPL30, rpmD; large subunit ribosomal protein L30",1
Genetic Information Processing,"K02909  RP-L31, rpmE; large subunit ribosomal protein L31",2
Genetic Information Processing,"K02911  RP-L32, MRPL32, rpmF; large subunit ribosomal protein L32",1
Genetic Information Processing,"K02913  RP-L33, MRPL33, rpmG; large subunit ribosomal protein L33",1
Genetic Information Processing,"K02916  RP-L35, MRPL35, rpmI; large subunit ribosomal protein L35",1
Genetic Information Processing,"K02925  RP-L3e, RPL3; large subunit ribosomal protein L3e",1
Genetic Information Processing,"K02930  RP-L4e, RPL4; large subunit ribosomal protein L4e",1
Genetic Information Processing,"K02932  RP-L5e, RPL5; large subunit ribosomal protein L5e",1
Genetic Information Processing,"K02934  RP-L6e, RPL6; large subunit ribosomal protein L6e",1
Genetic Information Processing,"K02937  RP-L7e, RPL7; large subunit ribosomal protein L7e",1
Genetic Information Processing,"K02866  RP-L10e, RPL10; large subunit ribosomal protein L10e",1
Genetic Information Processing,"K02868  RP-L11e, RPL11; large subunit ribosomal protein L11e",1
Genetic Information Processing,"K02872  RP-L13Ae, RPL13A; large subunit ribosomal protein L13Ae",1
Genetic Information Processing,"K02943  RP-LP2, RPLP2; large subunit ribosomal protein LP2",1
Genetic Information Processing,"K01885  EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]",1
Genetic Information Processing,"K02433  gatA, QRSL1; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]",3
Genetic Information Processing,"K02434  gatB, PET112; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]",2
Genetic Information Processing,"K02435  gatC, GATC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]",2
Genetic Information Processing,"K01886  QARS, glnS; glutaminyl-tRNA synthetase [EC:6.1.1.18]",1
Genetic Information Processing,"K01872  AARS, alaS; alanyl-tRNA synthetase [EC:6.1.1.7]",3
Genetic Information Processing,"K01876  DARS, aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]",2
Genetic Information Processing,K01878  glyQ; glycyl-tRNA synthetase alpha chain [EC:6.1.1.14],2
Genetic Information Processing,K01879  glyS; glycyl-tRNA synthetase beta chain [EC:6.1.1.14],3
Genetic Information Processing,"K01868  TARS, thrS; threonyl-tRNA synthetase [EC:6.1.1.3]",4
Genetic Information Processing,"K01875  SARS, serS; seryl-tRNA synthetase [EC:6.1.1.11]",2
Genetic Information Processing,"K01883  CARS, cysS; cysteinyl-tRNA synthetase [EC:6.1.1.16]",2
Genetic Information Processing,"K01874  MARS, metG; methionyl-tRNA synthetase [EC:6.1.1.10]",2
Genetic Information Processing,"K00604  MTFMT, fmt; methionyl-tRNA formyltransferase [EC:2.1.2.9]",3
Genetic Information Processing,"K01873  VARS, valS; valyl-tRNA synthetase [EC:6.1.1.9]",4
Genetic Information Processing,"K01869  LARS, leuS; leucyl-tRNA synthetase [EC:6.1.1.4]",2
Genetic Information Processing,"K01870  IARS, ileS; isoleucyl-tRNA synthetase [EC:6.1.1.5]",4
Genetic Information Processing,"K04567  KARS, lysS; lysyl-tRNA synthetase, class II [EC:6.1.1.6]",2
Genetic Information Processing,"K01887  RARS, argS; arginyl-tRNA synthetase [EC:6.1.1.19]",2
Genetic Information Processing,"K01881  PARS, proS; prolyl-tRNA synthetase [EC:6.1.1.15]",2
Genetic Information Processing,"K01892  HARS, hisS; histidyl-tRNA synthetase [EC:6.1.1.21]",2
Genetic Information Processing,"K01889  FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]",2
Genetic Information Processing,"K01890  FARSB, pheT; phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]",2
Genetic Information Processing,"K01866  YARS, tyrS; tyrosyl-tRNA synthetase [EC:6.1.1.1]",2
Genetic Information Processing,"K01867  WARS, trpS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]",2
Genetic Information Processing,K00784  rnz; ribonuclease Z [EC:3.1.26.11],1
Genetic Information Processing,K00974  cca; tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-],2
Genetic Information Processing,K03231  EEF1A; elongation factor 1-alpha,3
Genetic Information Processing,"K03685  rnc, DROSHA, RNT1; ribonuclease III [EC:3.1.26.3]",2
Genetic Information Processing,"K13288  orn, REX2, REXO2; oligoribonuclease [EC:3.1.-.-]",2
Genetic Information Processing,K03076  secY; preprotein translocase subunit SecY,2
Genetic Information Processing,K03073  secE; preprotein translocase subunit SecE,2
Genetic Information Processing,K03075  secG; preprotein translocase subunit SecG,2
Genetic Information Processing,K03072  secD; preprotein translocase subunit SecD,2
Genetic Information Processing,K03074  secF; preprotein translocase subunit SecF,2
Genetic Information Processing,K03210  yajC; preprotein translocase subunit YajC,2
Genetic Information Processing,"K03217  yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase",2
Genetic Information Processing,K03070  secA; preprotein translocase subunit SecA,2
Genetic Information Processing,K03071  secB; preprotein translocase subunit SecB,2
Genetic Information Processing,"K03106  SRP54, ffh; signal recognition particle subunit SRP54 [EC:3.6.5.4]",2
Genetic Information Processing,K03110  ftsY; fused signal recognition particle receptor,2
Genetic Information Processing,K03116  tatA; sec-independent protein translocase protein TatA,1
Genetic Information Processing,K03117  tatB; sec-independent protein translocase protein TatB,1
Genetic Information Processing,K03118  tatC; sec-independent protein translocase protein TatC,1
Genetic Information Processing,"K03100  lepB, TPP; signal peptidase I [EC:3.4.21.89]",1
Genetic Information Processing,K03101  lspA; signal peptidase II [EC:3.4.23.36],2
Genetic Information Processing,"K04079  HSP90A, htpG; molecular chaperone HtpG",1
Genetic Information Processing,K13993  HSP20; HSP20 family protein,2
Genetic Information Processing,"K10598  PPIL2, CYC4, CHP60; peptidyl-prolyl cis-trans isomerase-like 2 [EC:5.2.1.8]",1
Genetic Information Processing,"K04487  iscS, NFS1; cysteine desulfurase [EC:2.8.1.7]",3
Genetic Information Processing,"K01011  TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]",1
Genetic Information Processing,"K04085  tusA, sirA; tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-]",1
Genetic Information Processing,"K07235  tusD, dsrE; tRNA 2-thiouridine synthesizing protein D [EC:2.8.1.-]",1
Genetic Information Processing,"K11179  tusE, dsrC; tRNA 2-thiouridine synthesizing protein E [EC:2.8.1.-]",1
Genetic Information Processing,"K00566  mnmA, trmU; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]",2
Genetic Information Processing,"K03635  MOCS2, moaE; molybdopterin synthase catalytic subunit [EC:2.8.1.12]",1
Genetic Information Processing,"K03639  moaA, CNX2; GTP 3',8-cyclase [EC:4.1.99.22]",1
Genetic Information Processing,K21029  moeB; molybdopterin-synthase adenylyltransferase [EC:2.7.7.80],2
Genetic Information Processing,K03151  thiI; thiamine biosynthesis protein ThiI,1
Genetic Information Processing,K03154  thiS; sulfur carrier protein,2
Genetic Information Processing,"K12581  CNOT7_8, CAF1, POP2; CCR4-NOT transcription complex subunit 7/8",1
Genetic Information Processing,K08311  nudH; putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-],1
Genetic Information Processing,K08300  rne; ribonuclease E [EC:3.1.26.12],2
Genetic Information Processing,K03732  rhlB; ATP-dependent RNA helicase RhlB [EC:3.6.4.13],1
Genetic Information Processing,"K01689  ENO, eno; enolase [EC:4.2.1.11]",2
Genetic Information Processing,"K00962  pnp, PNPT1; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]",3
Genetic Information Processing,K11927  rhlE; ATP-dependent RNA helicase RhlE [EC:3.6.4.13],1
Genetic Information Processing,"K12573  rnr, vacB; ribonuclease R [EC:3.1.-.-]",3
Genetic Information Processing,K03654  recQ; ATP-dependent DNA helicase RecQ [EC:3.6.4.12],1
Genetic Information Processing,K03628  rho; transcription termination factor Rho,3
Genetic Information Processing,K04043  dnaK; molecular chaperone DnaK,3
Genetic Information Processing,"K04077  groEL, HSPD1; chaperonin GroEL",2
Genetic Information Processing,K03666  hfq; host factor-I protein,1
Genetic Information Processing,K00937  ppk; polyphosphate kinase [EC:2.7.4.1],1
Genetic Information Processing,K00970  pcnB; poly(A) polymerase [EC:2.7.7.19],2
Genetic Information Processing,"K02342  DPO3E, dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]",2
Genetic Information Processing,K14159  rnhA-dnaQ; ribonuclease HI / DNA polymerase III subunit epsilon [EC:3.1.26.4 2.7.7.7],1
Genetic Information Processing,"K02337  DPO3A1, dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]",2
Genetic Information Processing,"K02343  DPO3G, dnaX; DNA polymerase III subunit gamma/tau [EC:2.7.7.7]",2
Genetic Information Processing,"K02341  DPO3D2, holB; DNA polymerase III subunit delta' [EC:2.7.7.7]",2
Genetic Information Processing,"K02340  DPO3D1, holA; DNA polymerase III subunit delta [EC:2.7.7.7]",2
Genetic Information Processing,"K02339  DPO3C, holC; DNA polymerase III subunit chi [EC:2.7.7.7]",1
Genetic Information Processing,"K02338  DPO3B, dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]",2
Genetic Information Processing,K02314  dnaB; replicative DNA helicase [EC:3.6.4.12],3
Genetic Information Processing,K02316  dnaG; DNA primase [EC:2.7.7.-],3
Genetic Information Processing,K03111  ssb; single-strand DNA-binding protein,2
Genetic Information Processing,"K03469  rnhA, RNASEH1; ribonuclease HI [EC:3.1.26.4]",1
Genetic Information Processing,K03470  rnhB; ribonuclease HII [EC:3.1.26.4],1
Genetic Information Processing,"K02335  DPO1, polA; DNA polymerase I [EC:2.7.7.7]",2
Genetic Information Processing,"K01972  E6.5.1.2, ligA, ligB; DNA ligase (NAD+) [EC:6.5.1.2]",4
Genetic Information Processing,"K10563  mutM, fpg; formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]",1
Genetic Information Processing,K10773  NTH; endonuclease III [EC:4.2.99.18],2
Genetic Information Processing,K01246  tag; DNA-3-methyladenine glycosylase I [EC:3.2.2.20],1
